canonical_id,selection_reason,rule_score,primary_score,primary_evidence,primary_reason,primary_confidence,audit_score,audit_evidence,audit_confidence,audit_reason,adjudicated_score,adjudication_reason
270,stratified_fill,2,2,深入理解基于SpringBoot/Cloud的微服务架构或主流ERP(如SAP、金蝶)系统的实施与开发逻辑|主导或深度参与项目技术方案设计、评审|核心业务模块的需求分析、架构设计及线上问题解决,岗位是高级项目经理，核心职责包括业务系统项目管理、技术方案把控，明确要求理解微服务架构和ERP系统实施开发，属于核心数字技术。移除这些技术后，岗位无法主导技术项目，因此为2分。不是3分，因为未涉及AI/机器学习研发。,high,1,深入理解基于SpringBoot/Cloud的微服务架构或主流ERP(如SAP、金蝶)系统的实施与开发逻辑,medium,核心职责是项目管理，技术理解仅用于沟通与决策辅助，非直接开发；不是2分因不承担软件实现,2.0,岗位核心职责包括管理核心业务系统项目并深度参与技术方案、架构设计及问题解决，要求深入理解微服务和ERP系统的实施开发逻辑，属于核心数字技术，故为2分；不是3分因未涉及AI/ML研发；不是1分因技术不是辅助工具而是岗位核心要求。
271,rule_model_threshold_conflict,0,2,"器件物理模型研究|器件仿真研究|熟悉半导体器件物理,器件仿真",岗位是器件工程师，核心职责包括器件物理模型研究和仿真，属于高级数字模型，但未明确涉及AI/机器学习。移除这些模型和仿真后，器件开发工作无法进行，因此是核心数字技术。不是3分，因为物理模型和仿真不属于AI研发。,high,2,器件物理模型研究|器件仿真研究,high,器件物理建模与仿真是核心数字技术工作；不是3分因未涉及AI/ML研发,,
278,stratified_fill,0,0,,岗位核心是证券客户开发和金融产品销售，描述中未提及任何数字工具或技术使用要求，因此为0分，不是1分。,high,0,,high,原文仅要求证券经纪业务与从业资格，未明示任何数字工具或技术,,
288,stratified_fill,0,1,具有较强的电脑操作能力,岗位核心是车商网点维护与业务处理，要求电脑操作能力属于辅助工具使用，非核心产出。因此为1分，不是0分（有电脑操作要求）或2分（非软件开发或核心数字技术）。,medium,1,具有较强的电脑操作能力,medium,电脑操作用于辅助客户服务与业务处理，非核心产出；不是2分因不涉及系统开发,,
297,stratified_fill,1,1,各类办公软件操作熟练掌握,岗位核心是保险销售和客户维护，办公软件仅作为辅助工具。不是2分，因为软件开发或系统建设不是核心产出；不是0分，因为明确要求办公软件操作。,medium,1,各类办公软件操作熟练掌握,medium,办公软件辅助销售与客户服务，岗位核心是业务拓展；不是2分因技术非主要产出,,
301,rule_model_threshold_conflict,1,2,"系统实施上线|系统测试|系统环境搭建以及安装|熟悉EJB、servlet,熟悉spring、struts、hibernate等开源框架|熟练使用Oracle,能使用SQLServer/DB2等数据库者优先,能熟练编写SQL、存储过程、用户自定义函数、视图、触发器",岗位核心职责是软件系统的实施、测试、部署和维护，涉及编程框架、数据库和服务器配置，属于核心数字技术（2分）。没有明确提及AI/ML研发，因此不是3分。,high,2,"系统实施上线|熟悉EJB、servlet,熟悉spring、struts、hibernate等开源框架|熟练使用Oracle,能使用SQLServer/DB2等数据库者优先",high,软件系统实施与运维是核心职责；不是1分因技术直接构成核心产出；不是3分因无AI/ML,,
326,rule_model_threshold_conflict,0,2,MEMS芯片开发|MEMS产品设计开发|MEMS的封装、测试技术,岗位核心是MEMS芯片开发，涉及芯片设计、工艺和封装测试，属于核心数字技术（硬件/芯片），但未明确提及AI/ML，因此为2分；不是3分，因为无AI研发内容；不是1分，因为芯片开发是核心产出而非辅助工具。,high,2,MEMS芯片开发|MEMS产品开发及工艺流程,high,MEMS芯片开发属于核心数字技术工作；不是3分因未明确要求AI/ML研发,,
327,rule_model_threshold_conflict,0,2,"规划产品硬件架构,原理图设计,PCB布局设计|关键器件的选型和测试|指导PCBlayout工程师完成布局布线|编撰产品硬件规格书,调试及测试产品原型|AI芯片公司有产品经验",岗位核心职责是硬件架构设计、原理图与PCB设计、调试测试，属于核心数字技术（硬件开发），但未涉及AI/ML算法研发，因此为2分而非3分。,high,2,"规划产品硬件架构,原理图设计,PCB布局设计",medium,岗位核心职责为硬件设计与开发，属于核心数字技术（硬件设计），非辅助性工具使用，也未涉及AI研发，因此不是1分或3分。,,
330,stratified_fill,0,0,,岗位职责为合同起草审核、法律风险预警、合规管理等法务工作，未提及任何数字工具或技术，因此为0分而非1分。,high,0,,high,招聘要求未涉及数字工具、信息系统或AI技术，因此不是1分或更高。,,
333,stratified_fill,0,0,,岗位职责为车险理赔全流程处理、现场调查，未明示要求数字工具或技术，因此为0分而非1分。,high,0,,high,招聘要求未提及任何数字技术或工具，因此不是1分或更高。,,
339,stratified_fill,0,1,熟练应用CAD软件,岗位是技术规划经理，核心职责是技术动态研究、项目预研等。要求熟练应用CAD软件，但CAD是辅助完成技术规划的工具，并非岗位核心产出，因此为1分。不是0分，因为明确要求使用CAD；不是2分，因为岗位不是以CAD开发或设计为核心，而是使用它进行规划。,medium,1,熟练应用CAD软件,medium,岗位核心是技术研究与规划，CAD仅为辅助工具，非核心数字产出，因此为1分，不是0分（因提及CAD）或2分（因CAD非核心）。,,
341,stratified_fill,0,1,三坐标检测实施情况的跟踪和确认,岗位是机加巡检，核心职责是质量检验。提及“三坐标检测”，这是一种数字测量设备，但使用该设备进行检测是辅助质量检验的工具，岗位核心仍是检验而非技术开发，因此为1分。不是0分，因为涉及数字检测设备；不是2分，因为不涉及软件开发或核心数字技术。,medium,0,,high,岗位描述未要求使用数字工具、信息系统或数据分析，因此不是1分或更高。,1.0,岗位核心是质量检验，三坐标检测为辅助检测工具，非核心数字技术开发；不是0分因明确使用数字检测设备；不是2分因不涉及系统开发或建模。
346,rule_model_threshold_conflict,0,2,协助AI项目推进,岗位职责包含协助AI项目推进，但核心是质量工程，AI仅为协助推进，未明确要求AI研发，因此为2分；不是1分因为涉及AI项目推进，不是3分因为未明确AI/ML研发职责。,medium,2,"精通质量六大工具和方法,如APQP、PPAP、FMEA、MSA、SPC、8D等",medium,核心职责包括运用统计过程控制等传统统计模型进行质量控制，属于核心数字技术，因此为2分，非1分（因技术为核心产出）也非3分（因未明确AI研发）。,,
349,stratified_fill,0,0,,岗位职责为政府事务和医保准入，未明示要求任何数字工具、信息系统或技术，因此为0分；不是1分因为无办公软件等数字工具要求。,high,0,,high,招聘要求未涉及任何数字技术或工具，因此不是1分或更高。,,
358,stratified_fill,1,1,能熟练运用OFFICE办公软件,岗位核心是对公客户经理，销售与渠道维护是主要产出，要求熟练使用Office作为辅助工具。因此为1分，不是0分（明确要求办公软件），也不是2分（非核心数字技术产出）。,medium,1,能熟练运用OFFICE办公软件,medium,岗位核心是客户关系与业务拓展，Office为辅助工具，因此为1分，不是0分。,,
363,stratified_fill,0,0,,岗位是传统会计，职责为会计核算、报表编制和税务申报，未明示要求使用数字工具或系统。移除数字技术后会计核心产出仍成立，因此为0分，不是1分。,high,0,,high,岗位描述与任职要求均未明示任何数字工具、信息系统、编程、数据、自动化或AI技术的使用要求，故为0分；非1分因为缺少工具性软件的使用要求。,,
368,rule_model_threshold_conflict,2,1,掌握Solidworks或Proe、CAD等办公软件使用方法|ERP系统数据的维护,岗位核心是工艺工程和机械加工流程，CAD、Solidworks等软件和ERP系统仅作为辅助工具。移除这些工具后工艺工程师职责仍成立，因此为1分，不是0分（因明确要求数字工具）或2分（非核心数字技术开发）。,high,1,ERP系统数据的维护|标准工时录入ERP系统|掌握Solidworks或Proe、CAD等办公软件使用方法,high,使用ERP、CAD等数字工具辅助工艺工作，但岗位核心产出是工艺设计与改善，技术仅为工具，故为1分；非0分因明确要求使用数字工具，非2分因不涉及软件或系统开发等核心数字技术。,,
373,stratified_fill,2,2,FPGA、ARM处理器、视频图像、以太网接口等数字电路设计|熟练Cadence(OrCAD、Allegro)设计工具|硬件电路开发、测试,岗位核心是硬件开发，涉及数字电路设计、FPGA等嵌入式技术，属于核心数字技术，因此为2分；不是1分因为硬件开发是核心产出，不是3分因为未涉及AI/ML。,high,2,FPGA、ARM处理器、视频图像、以太网接口等数字电路设计|熟练Cadence(OrCAD、Allegro)设计工具,high,岗位核心职责是硬件电路开发与设计，涉及FPGA、ARM等数字技术，属于核心数字技术；非1分因技术是核心产出而非辅助，非3分因未提及AI、机器学习等内容。,,
378,low_confidence|rule_model_threshold_conflict,2,1,机电一体化、自动化、电子信息等相关专业,岗位为储备干部，可能轮岗至技术岗位，但当前描述未明确要求使用数字工具，仅列出专业背景，核心是培养潜力，因此为1分；不是0分因为专业暗示可能涉及技术，但未明确工具要求，不是2分因为未明确核心数字技术职责。,low,0,,high,储备干部岗位的职责和任职要求中未明确要求使用任何数字工具或技术，故为0分；非1分因无工具性软件的使用要求。,0.0,储备干部岗位未明示要求使用任何数字工具、编程或信息系统；专业背景不能作为正分证据；不是1分因无工具使用要求。
383,stratified_fill,0,0,,岗位为英语翻译，职责为翻译、资料整理等，未明示要求任何数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,high,0,,high,英语翻译岗位描述未提及任何数字工具或技术，故为0分；周边职责未涉技术。,,
384,stratified_fill,0,0,,岗位为行政经理，职责包括人才建设、总务管理、物业食堂等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,high,0,,high,行政经理岗位职责为行政、人力资源、后勤管理，全文未要求使用数字工具或技术，故为0分；非1分因未明示任何工具性软件。,,
387,stratified_fill,1,1,能熟练操办公软件和办公设备,岗位核心是业务跟单，办公软件仅作为辅助工具使用，移除后跟单职责仍成立，因此为1分；不是0分因为明确要求办公软件，不是2分因为不涉及软件开发或核心数字技术。,medium,1,能熟练操办公软件和办公设备,medium,明确要求熟练操作办公软件辅助业务跟单工作，岗位核心是订单与客户关系管理，故为1分；非0分因有明确工具要求，非2分因不涉及软件开发等核心技术。,,
395,rule_model_threshold_conflict,2,1,掌握日常办公软件操作,岗位核心职责是环保监测设备运维，办公软件仅作为辅助工具，移除后运维工作仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,medium,1,掌握日常办公软件操作,medium,仅要求掌握办公软件操作辅助设备运维工作，核心职责是设备维护与故障维修，故为1分；非0分因有工具要求，非2分因无核心技术开发或非AI算法。,,
406,stratified_fill,2,2,负责固收行情系统、交易系统、投后管理等系统的功能架构与系统架构设计|负责固收系统的底层框架设计及通用能力开发|5年以上Java开发经验|熟练掌握Java及其相关框架(SpringBoot/Dubbo/MyBatis等),岗位核心是固收交易系统的架构设计与开发，属于软件系统开发，为2分。不是1分因为系统开发是核心产出而非辅助工具；不是3分因为未涉及AI/ML。,high,2,负责固收行情系统、交易系统、投后管理等系统的功能架构与系统架构设计与方案评估|负责固收系统的底层框架设计及通用能力开发,high,岗位核心职责是固收交易系统的架构设计和底层开发，属于软件系统开发，而非AI/ML研发；因此为2分。不是1分，因为技术是岗位核心产出；不是3分，因为没有涉及AI/ML。,,
410,rule_model_threshold_conflict,1,2,"负责巨量千川的直播间投放计划指定以及日常投放运营|独立搭建信息流或视频账户结构|精通Excel|具备数据分析思维和分析能力,熟练掌握数据分析方法",岗位核心是广告投放优化，涉及数据分析和账户搭建，属于数据驱动的运营，但未明确AI/ML。因此为2分，不是1分因为数据分析与优化是核心产出；不是3分因为未提及AI/ML。,high,1,熟练操作巨量引擎抖音平台推广账户后台|精通Excel,high,岗位核心是广告投放优化，使用巨量引擎和Excel是辅助工具，因此为1分。不是0分，因为明确要求使用数字工具；不是2分，因为工具使用不是核心产出。,1.0,岗位核心是广告投放优化，数字平台和Excel为辅助工具；不是0分因明确工具要求；不是2分因不涉及软件开发或高级模型研发。
414,rule_model_threshold_conflict,2,1,能熟练使用Auto CAD绘图|了解CATIA、Pro-E,岗位核心是机械设计，CAD等软件是辅助设计工具。移除这些软件后，机械设计产出仍成立。因此为1分，不是2分（软件非核心产出）。,high,1,熟练使用Auto CAD绘图,medium,机械设计是核心产出，CAD是辅助绘图工具，因此为1分。不是0分，因为使用了数字工具；不是2分，因为CAD只是工具而非核心系统开发。,,
417,stratified_fill,2,2,熟悉掌握C/C+/VC++|具有丰富的上位机软件开发经验|对数字图像处理有一定了解,岗位核心是上位机软件开发，涉及C++和图像处理，属于核心数字技术。未明确AI/ML，因此为2分，不是3分。,high,2,"熟悉掌握C/C+/VC++,具有丰富的上位机软件开发经验|具有安卓APP软件开发经验优先",high,岗位明确为软件工程师，核心职责是软件开发，属于核心数字技术，因此为2分。不是1分，因为技术是核心而非辅助；不是3分，因为没有涉及AI/ML。,,
418,rule_model_threshold_conflict,2,1,熟练使用微软办公软件(PPT、EXCEL、WORD)、用友ERP、通达OA等常用软件,岗位核心是人力资源规划，办公软件和ERP是辅助工具。移除后人力资源工作仍可进行。因此为1分，不是2分（非系统开发或核心数字技术）。,medium,1,熟练使用微软办公软件(PPT、EXCEL、WORD)、用友ERP、通达OA等常用软件,medium,岗位核心是人力资源管理，软件是辅助办公工具，因此为1分。不是0分，因为明确要求数字工具；不是2分，因为工具使用非核心开发。,,
422,stratified_fill,0,1,会看CAD图纸优先,岗位核心是充电桩生产加工管理，CAD看图是辅助技能，移除后管理职责仍成立，因此为1分；未涉及系统开发或AI，故不是2或3分。,medium,1,会看CAD图纸,medium,岗位核心是生产管理，CAD图纸是辅助技能，因此为1分。不是0分，因为要求数字工具；不是2分，因为非核心系统开发。,,
426,stratified_fill,0,1,材料测试及材料 分析经验,岗位核心是材料认证与评估，涉及测试分析，但属于专业领域内的工具性使用，非软件开发或AI，因此为1分；未达到2分因为不是系统开发或核心数字技术产出。,medium,0,,high,岗位核心是材料认证与测试，未明确要求任何数字工具、编程或信息系统，因此为0分。不是1分，因为没有提及数字技术使用。,0.0,岗位核心是材料认证与测试，未明示要求数字工具、信息系统或编程；不是1分因无工具性软件使用描述。
433,stratified_fill,2,2,精通数字电路、模拟电路|熟练使用电路设计软件|精通硬件开发技能,岗位核心是硬件模块开发与测试，涉及电路设计和硬件开发技能，属于核心数字技术。不是3分，因为未提及AI/ML。,high,2,"嵌入式硬件开发工程师|精通数字电路、模拟电路,熟练使用电路设计软件",high,岗位是嵌入式硬件开发，核心职责为硬件模块开发，属于核心数字技术，因此为2分。不是1分，因为技术是核心；不是3分，因为没有涉及AI/ML。,,
435,stratified_fill,1,1,熟悉办公软件|会使用平面设计软件或专业相机拍照者优先,岗位核心是企业文化宣传和活动组织，办公软件和设计软件是辅助工具，移除后主要职责仍可完成，故为1分。不是2分，因为不涉及软件开发或系统核心产出。,high,1,熟悉办公软件|会使用平面设计软件或专业相机拍照者优先|官方微信公众号、网站的运营与维护,high,岗位核心是企业文化宣传与活动组织，办公软件、设计软件和公众号运营仅为辅助工具，移除后主要产出仍成立，因此为1分；未涉及软件开发或核心数字技术，故不是2分。,,
449,stratified_fill,2,2,熟练掌握C/C++语言|嵌入式软件开发|通信产品相关协议层研发|蓝牙/WIFI协议栈开发,岗位核心职责为通信算法与协议栈开发，涉及嵌入式软件和C/C++编程，属于核心数字技术，但未明确提及AI/ML，因此为2分，不是3分（非AI研发）。,high,2,"算法研究员/工程师(通信算法|熟练掌握C/C++语言,了解嵌入式软件开发|有通信产品相关协议层研发经验|有蓝牙/WIFI协议栈开发经验者优先",high,岗位核心是通信算法研发，属于非AI的核心数字技术（协议栈开发、嵌入式软件），符合2分定义；未提及人工智能、机器学习等，故不是3分；工作远超辅助性工具使用，故不是1分。,,
453,stratified_fill,0,0,,岗位核心是保险销售与客户关系维护，全文未提及任何数字工具、信息系统、编程或数据分析要求，因此为0分。不是1分，因为没有要求使用Office、ERP等辅助工具。,high,0,,high,岗位职责为保险销售，要求销售技能和金融知识，但未明示任何数字工具、信息系统或编程要求，因此为0分；没有证据支持1分。,,
459,stratified_fill,0,0,,岗位是保安，职责为门岗检查、登记、消防点检等，未提及任何数字工具或技术，因此为0分。不是1分，因为无数字工具使用要求。,high,0,,high,保安岗位职责是安全管理和门卫，未提及任何数字工具、信息系统要求，因此为0分；没有证据支持1分。,,
461,rule_model_threshold_conflict,2,0,,岗位是工业无线遥控产品销售，要求电气自动化专业背景，但职责仅为销售，未要求使用数字工具或技术，因此为0分。不是1分，因为无数字工具使用要求。,high,0,,high,销售岗位要求电气自动化专业背景，但职责仅为销售工作，未明示要求使用数字工具、信息系统或编程，因此为0分；不能因专业背景推测技术使用，故不是1分。,,
462,stratified_fill,2,2,Linux系统开发工程师|熟悉Linux操作系统及内核开发|熟练掌握C/C++|熟练掌握基础的数据结构和算法|有USB/PCIE/网络等设备Linux驱动开发经验者优先,岗位核心职责是Linux系统及内核开发，属于软件系统开发，符合核心数字技术（2分）。未提及AI/ML，因此不是3分。,high,2,Linux系统开发工程师|熟悉Linux操作系统及内核开发|熟练掌握C/C++|有USB/PCIE/网络等设备Linux驱动开发经验者优先,high,岗位核心是Linux系统及驱动开发，属于核心数字技术（软件开发、系统层开发），符合2分；未涉及AI/ML，故不是3分；远超辅助工具使用，故不是1分。,,
463,stratified_fill,0,0,,岗位描述仅涉及人伤查勘、定损、理赔等保险业务，未明示要求任何数字工具或技术，因此为0分。,high,1,对案件损失进行系统预估录入,medium,岗位核心是人伤查勘定损，系统录入只是工作中的一个辅助步骤，移除该技术后查勘定损主要职责仍可完成，因此为1分；未涉及系统开发或数据分析等核心数字技术，故不是2分。,1.0,岗位核心是人伤查勘定损，系统录入为辅助步骤；不是0分因明确使用系统；不是2分因不涉及核心数字技术开发或建模。
464,stratified_fill,1,1,熟练操作相关办公软件|熟悉使用实验设备,岗位核心是产品可靠性实验，办公软件和实验设备是辅助工具，符合辅助数字工具（1分）。未涉及软件开发或AI，因此不是2或3分。,high,1,熟练操作相关办公软件,medium,岗位核心是产品可靠性实验实施与设备维护，办公软件只是辅助工具，移除后实验仍可进行，故为1分；未涉及软件开发或数据分析等核心数字技术，因此不是2分。,,
466,stratified_fill,2,2,"负责NCCloud系统(财务、供应链等模块)日常运维、流程管理、报表开发|掌握Oracle/SQLServer/MySQL数据库操作|至少掌握一门开发语言,如Python,Java,PHP等",岗位核心职责是系统运维、报表开发和集成，涉及数据库和编程语言，属于核心数字技术（2分）。未提及AI/ML，因此不是3分。,high,2,"负责NCCloud系统(财务、供应链等模块)日常运维、流程管理、报表开发|掌握Oracle/SQLServer/MySQL数据库操作|至少掌握一门开发语言,如Python,Java,PHP",high,岗位核心职责是软件系统运维与开发，属核心数字技术，但未涉及AI/ML，故为2分；非1分因开发是核心产出，非3分因无AI/ML研发。,,
469,stratified_fill,0,0,,岗位描述仅涉及投资并购业务拓展、客户拜访、市场分析等，未明示要求任何数字工具或技术，因此为0分。,high,0,,high,岗位职责为投资并购，未明示要求任何数字工具或技术，故0分；相邻1分需辅助工具使用，原文无。,,
475,rule_model_threshold_conflict,0,2,"手机基带系统原理设计|PCB布局和布线设计|EDA设计工具,Cadence",岗位核心是基带硬件设计，涉及EDA工具和PCB设计，属于核心数字技术，但未涉及AI/ML，因此为2分而非3分。,high,2,"负责手机基带系统原理设计,PCB摆件布局工作|熟练掌握和使用EDA设计工具,Cadence优先",high,岗位核心职责为手机基带硬件设计，使用EDA工具，属核心数字技术，未涉及AI/ML，故为2分；非1分因硬件设计是核心产出而非辅助工具，非3分因无AI/ML。,,
482,stratified_fill,2,2,"ERP二次开发工作|熟练掌握Java语言,能够独立完成二次开发|熟练掌握和使用主流数据库,如oracle、mysql、mssql、db2",岗位核心是软件开发，包括ERP二次开发和数据库使用，属于核心数字技术，因此为2分；不是1分因为开发是核心职责，不是3分因为未涉及AI/ML。,high,2,"针对性进行ERP二次开发工作|开发组数据项目开发|熟练掌握Java语言,能够独立完成二次开发",high,岗位核心职责为ERP二次开发与数据库开发，属核心数字技术，但无AI/ML，故为2分；非1分因开发是核心产出，非3分因无AI/ML。,,
499,stratified_fill,2,2,"负责控制器与伺服驱动器通讯现场总线协议的实现以及调试|负责开发驱动器的控制软件,包括位置环,速度环和电流环的控制|精通C语言、CanOpen协议|熟悉Ethercat协议、掌握若干开源包的开发调试与改进",岗位核心职责是开发控制软件和通讯协议，属于嵌入式/自动化软件开发，是核心数字技术。未涉及AI/ML，因此为2分而非3分。,high,2,"负责控制器与伺服驱动器通讯现场总线协议的实现以及调试|负责开发驱动器的控制软件,包括位置环,速度环和电流环的控制|精通C语言、CanOpen协议",high,岗位负责现场总线协议与控制软件开发，属核心数字技术（嵌入式软件），未涉及AI/ML，故为2分；非1分因软件开发是核心产出，非3分因无AI/ML。,,
500,stratified_fill,0,0,,岗位职责为制度流程建设、人力资源、后勤管理等综合管理，未明示要求数字工具或技术。因此为0分，而非1分（无辅助数字工具要求）。,high,0,,high,岗位职责为综合管理与后勤，未明示任何数字工具或技术，故0分；相邻1分需辅助工具，原文无。,,
506,rule_model_threshold_conflict,2,1,"熟练使用机械绘图的3D和2D软件(如CAD,Solidworks)",岗位核心是机械非标设计，CAD/Solidworks是辅助设计工具，移除后设计工作仍可进行（尽管效率降低），因此为1分。不是2分，因为软件开发或系统构建不是核心产出。,medium,1,"熟练使用机械绘图的3D和2D软件(如CAD,Solidworks)",medium,岗位为机械工程师，核心产出为机械设计，CAD/Solidworks仅作为辅助设计工具，故1分；非2分因技术非核心产出，非0分因明确使用数字软件。,,
512,rule_model_threshold_conflict,2,0,,岗位描述仅列出专业和学历要求，未提及任何具体数字工具、编程或技术职责，因此为0分。不是1分，因为无任何数字工具要求。,high,0,,low,岗位仅列明学历专业与素质要求，未提及任何数字工具或技术职责，故0分；相邻1分需明确工具使用，原文无。,,
513,stratified_fill,1,1,熟练使用办公软件|到货单系统录入|录入系统单据,岗位核心是采购内勤事务，使用办公软件和系统录入是辅助工具，移除后采购内勤职责仍成立，因此为1分。不是0分因为明确要求数字工具；不是2分因为不涉及软件开发或核心数字技术。,high,1,熟练使用办公软件,medium,岗位核心职责是采购内勤，办公软件和系统录入是辅助工具，技术不是主要产出，因此为1分而非0分或2分。,,
514,stratified_fill,1,1,"熟悉财务软件,如金蝶、用友等",岗位核心是财务管理，财务软件是辅助工具，移除后财务经理职责仍成立，因此为1分。不是0分因为明确要求使用财务软件；不是2分因为不涉及软件开发或核心数字技术。,medium,1,"熟悉财务软件,如金蝶、用友等",medium,岗位核心是财务管理，财务软件是辅助工具，不是核心产出，因此为1分而非0分或2分。,,
525,stratified_fill,1,1,"熟练掌握办公软件和数据分析工具,能够对客户数据进行统计和分析",客户主管的核心是客户关系管理和销售，办公软件和数据分析仅为辅助工具，移除后客户管理职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,medium,1,熟练掌握办公软件和数据分析工具,medium,客户主管的核心是客户管理，数据分析工具是辅助，因此为1分而非0分或2分。,,
529,rule_model_threshold_conflict,0,2,"负责IP规格/设计文档的制定,RTL coding, 功能调试以及覆盖率分析|负责IP集成,Lint/cdc检查, sdc/upf/timing收敛|熟练掌握Verilog HDL",岗位核心是芯片逻辑设计，涉及RTL编码、IP集成等数字硬件开发，属于核心数字技术，因此为2分；未明确提及AI/ML，故不是3分。,high,2,RTL coding|Verilog HDL,high,岗位核心是数字芯片逻辑设计，属于核心数字技术，未涉及AI/ML，因此为2分而非1分或3分。,,
536,rule_model_threshold_conflict,0,2,"负责新能源/辅助驾驶领域的新技术研究,分析风险定价|负责新能源相关非车险业务定价及核保支持,参与搭建新能源相关风控体系与线上化建设工作",岗位涉及风险定价、风控体系搭建和线上化建设，属于核心数字技术（金融定价模型和系统建设），但未明确提及AI/ML，因此为2分。不是1分因为技术是核心产出；不是3分因为无AI/ML证据。,medium,0,,medium,岗位描述未明示要求使用数字工具、编程、数据分析或AI技术，核心是新能源研究、定价和业务对接，移除技术不影响产出，因此为0分而非1分。,2.0,岗位涉及金融风险定价和线上化系统建设，属于核心数字技术产出；不是1分因技术是核心职责；不是3分因未明确涉及AI/ML。
543,stratified_fill,2,2,"高级Java开发|按项目需求任务完成开发工作|完成自己负责模块的软件单元测试与集成测试|编写开发文档、软件技术文档|熟悉J2EE技术架构体系,熟练掌握SSM、Spring cloud 、Nacos等主流框架",岗位核心是软件开发，属于核心数字技术，因此为2分；未涉及AI/ML研发，故不是3分。,high,2,SSM、Spring cloud 、Nacos等主流框架|熟练使用MySQL,high,岗位核心是软件开发，技术是核心产出，未涉及AI/ML，因此为2分而非1分或3分。,,
546,stratified_fill,1,1,熟练使用office办公软件,岗位核心是保洁管理，Office软件是辅助工具，移除后岗位仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,medium,1,熟练使用office办公软件,medium,保洁经理核心是物业保洁管理，办公软件是辅助工具，因此为1分而非0分或2分。,,
549,stratified_fill,2,2,维护和优化现有信息系统|参与新项目的需求分析、设计、编码、测试|熟悉Android、HTML5、CSS3等相关技术|有实际项目开发经验|熟悉Android系统的开发框架,岗位核心是信息系统维护和软件开发，属于核心数字技术产出。未涉及AI/ML研发，因此为2分，不是1分（非辅助工具）或3分（无AI/ML明确要求）。,high,2,熟悉Android、HTML5、CSS3等相关技术,medium,岗位核心是移动应用开发与信息系统维护，技术是核心产出，未涉及AI/ML，因此为2分而非1分或3分。,,
554,stratified_fill,0,0,,岗位职责为客户关系维护、资产配置和金融产品销售，未明示要求数字工具、信息系统或编程。因此为0分，不是1分（无辅助数字工具要求）。,high,0,,high,岗位是客户关系管理与金融产品销售，未明示任何数字工具、编程、数据分析或 AI 要求。移除技术后核心职责仍成立，属于无实质数字技术。相邻等级 1 要求辅助数字工具使用，本广告未提及。,,
572,strict_score3,3,3,研究和开发计算机视觉领域的核心算法|Machine Learning/Pattern Recognition/CNN|Caffe等深度学习等框架,岗位明确要求研发计算机视觉算法，涉及机器学习、模式识别、CNN和深度学习框架，属于严格AI研发，因此为3分。不是2分因为明确涉及AI/ML算法研发。,high,3,研究和开发计算机视觉领域的核心算法(如Machine Learning/Pattern Recognition/CNN等)|Caffe等深度学习,high,核心职责明确包括研究和开发 Machine Learning/Pattern Recognition/CNN 等 AI 算法，并提及深度学习框架，属于严格 AI 研发。相邻 2 分仅涵盖非 AI 模型/算法或软件开发，本广告明确涉及 AI/ML，故为 3 分。,,
584,stratified_fill,0,0,,岗位职责为美术风格监督、场景设计与制作规范制定，未明示要求任何数字工具、编程、数据或AI技术，因此为0分；不是1分，因为未提及Office、CAD等辅助工具。,high,0,,high,岗位为游戏原画师，要求绘画功底和美术风格，全文未提及数字工具或技术。移除任何潜在技术后核心产出（美术创作）仍成立，符合 0 分定义。相邻 1 分要求辅助使用数字工具，本广告未体现。,,
590,stratified_fill,0,1,"线上学习平台运营及管理|善于运用各类工具进行宣传推广工作,如海报制作、视频、撰写文案等",岗位核心是人才发展、培训管理，线上学习平台运营和宣传工具使用是辅助完成培训工作的工具，移除后培训职能仍成立，因此为1分；不是0分因为明确要求使用数字平台和工具，不是2分因为不涉及软件开发或核心数字技术。,high,1,"线上学习平台运营|善于运用各类工具进行宣传推广工作,如海报制作、视频、撰写文案等",medium,核心职责是人才培养与培训管理，线上学习平台运营和宣传工具使用仅为辅助手段。移除这些工具后核心培训职能仍可完成，属于辅助数字工具。未涉及系统开发或 AI 研发，因此不是 2 或 3 分。,,
602,stratified_fill,2,2,硬件架构设计|原理图和PCB设计|熟练应用Altium Designer、Multisim、CAD、matlab等电子硬件开发相关软件|精通模拟电子技术、数字电子技术,岗位核心是硬件开发，涉及电子设计和专业软件，属于核心数字技术，因此为2分；未涉及AI/ML，故不是3分；不是1分因为硬件开发是核心产出。,high,1,能熟练应用Altium Designer、Multisim、CAD、matlab等电子硬件开发相关软件,medium,硬件设计是核心产出，使用 EDA/CAD/matlab 等专业软件是完成设计的必需工具，但岗位本身不是软件开发或 AI 研发，量表明确将 CAD 等专业软件使用归为 1 分。不构成核心数字技术开发，因此不是 2 分。,2.0,岗位核心是电子硬件开发，包括硬件架构、原理图、PCB设计及单片机系统设计，属于嵌入式硬件开发等核心数字技术，故为2分；不是3分因未涉及AI/ML；不是1分因技术是核心产出而非辅助工具。
