canonical_id,selection_reason,rule_score,primary_score,primary_evidence,primary_reason,primary_confidence,audit_score,audit_evidence,audit_confidence,audit_reason,adjudicated_score,adjudication_reason
292,stratified_fill,1,1,熟悉ERP系统操作,岗位主要产出是采购执行，包括供应商开发、议价、跟单等；任职资格要求熟悉ERP系统操作，但职责未涉及系统开发或运维，仅为辅助工具。,medium,0,,medium,职责为半导体封测设备采购，未明示承担软件、数据或系统技术工作；任职资格要求熟悉ERP但职责无交付动作，故为none。,1.0,任职资格要求熟悉ERP系统操作，属于明确数字对象，但职责未涉及系统开发或运维，仅为辅助采购主业。
293,stratified_fill,2,2,"负责新系统、新程序的技术调研工作|按计划完成功能模块的功能设计、代码实现,代码编写和单元测试|负责公司外购软件的二次开发",明确承担软件开发、代码实现和二次开发，数字技术是岗位主要产出，移除后岗位无法成立，故为core。未出现AI/ML，不是3分。,high,2,"按计划完成功能模块的功能设计、代码实现,代码编写和单元测试|负责公司外购软件的二次开发",high,职责包含代码实现、单元测试、二次开发等软件开发交付，属于核心数字技术。移除后岗位不成立，故为core（2分）。无AI。,,
300,stratified_fill,0,1,熟悉office软件及财务软件应用优先,财务助理实习，主要产出是日常财务事务，办公和财务软件仅为工具，移除后岗位仍成立。未涉及系统开发或运维。,medium,1,特别熟悉office软件及财务软件应用优先,medium,要求熟悉office及财务软件，用于辅助日常事务性财务工作，移除后财务主业仍成立，故为auxiliary（1分）。,,
301,rule_model_threshold_conflict,1,2,"进行系统实施上线|进行系统测试|进行系统环境搭建以及安装|完成日常维护工作|熟练使用Oracle,能使用SQLServer/DB2等数据库者优先,能熟练编写SQL、存储过程、用户自定义函数、视图、触发器",岗位职责明确承担软件系统的实施、测试、环境搭建和日常维护，属于核心数字技术交付；移除这些后岗位无法成立。任职资格中的数据库和服务器技能进一步支持。未涉及AI，故为2分而非3分。,high,2,配合项目经理/高级实施人员在客户现场进行系统实施上线;|配合项目经理/高级实施人员在客户现场进行系统测试;|独立在客户现场进行系统环境搭建以及安装;|独立在客户现场完成日常维护工作,high,工作内容为系统实施上线、测试、环境搭建及日常维护，属于系统运维支持，是核心数字技术交付。移除后岗位不成立，故为core（2分）。无AI。,,
315,stratified_fill,0,0,,岗位为贷款专员，职责为金融贷款咨询和客户服务，未明示数字技术对象，故为none。,high,0,,high,岗位为金融贷款咨询和客户服务，未明示任何数字工具或系统要求，故为none。,,
321,stratified_fill,0,0,,岗位为国内销售经理，职责为销售策略、客户开发和市场调研，要求机械、电气等理工科专业，但未明示任何数字工具、软件或系统。无数字技术对象，故为0。,high,0,,high,岗位职责为销售，未明示任何数字工具、软件或信息系统，故为0分。,,
327,rule_model_threshold_conflict,0,2,"规划产品硬件架构,原理图设计,PCB布局设计|指导PCBlayout工程师完成布局布线|有PCIE板卡硬件设计和产品化经验优先",岗位职责明确包含PCB布局设计、PCIE板卡硬件设计等数字硬件开发交付，移除后岗位主要产出不成立，属于核心数字技术。未出现AI/ML职责，故非3分。,high,2,PCB布局设计|PCBlayout|PCIE板卡硬件设计,high,岗位明确承担PCB布局设计等数字硬件开发职责，是核心数字技术；AI芯片经验非岗位自身AI研发。,,
333,stratified_fill,0,0,,岗位为理赔服务，职责包括理赔指引、咨询、流程处理、现场调查，未明示任何数字工具、系统或数据要求。汽车专业知识不构成数字技术对象。,high,0,,high,理赔服务岗，未明示数字工具或信息系统要求。,,
346,stratified_fill,0,1,协助AI项目推进,岗位主要产出是质量管理，数字技术仅体现为协助AI项目推进，未承担模型、数据或系统技术工作，故为auxiliary。无严格AI职责。,medium,1,记录并分析质量数据|协助AI项目推进,high,主要产出为质量管理，数字技术仅辅助数据分析；协助AI项目不承担技术工作，故为1分。,,
348,stratified_fill,0,0,,岗位职责为政府事务和医保准入，未明示任何数字技术对象，故为none。,high,0,,high,政府事务岗，未明示数字工具或信息系统。,,
350,stratified_fill,0,1,熟悉金蝶成本核算模块|有金蝶操作经验优先考虑,岗位主要产出是成本会计，使用金蝶软件作为工具辅助核算，移除后主业仍成立，故为auxiliary。无AI内容。,high,1,"熟悉金蝶成本核算模块,全面负责成本模块的实施工作",medium,主要产出为成本会计，金蝶系统仅作为工具辅助财务主业，未承担系统开发或运维，故为1分。,,
356,rule_model_threshold_conflict,0,2,"负责依据用户需求,进行方案制作、方案论证、项目申报等|负责项目技术方案评审和招投标,编写技术方案或投标文件|计算机、遥感、测绘、GIS等相关专业",岗位核心职责是技术方案制作、论证和招投标，属于售前技术方案交付，且要求计算机/GIS等数字技术专业背景。移除数字技术方案能力后，岗位主要产出无法成立。未涉及AI/ML，故非3分。,high,1,GIS,medium,标签明示GIS数字技术，但职责未明确承担GIS开发或应用交付，仅为售前辅助。,2.0,岗位产出为售前技术方案，数字技术（GIS/遥感等）是方案核心内容，移除后无法完成方案交付，故为core。
363,stratified_fill,0,0,,岗位职责为会计核算、报表编制、凭证归档、税务申报等传统财务工作，未明示任何软件、数据、信息系统、编程等数字技术对象。任职要求中的财务分析能力不构成数字技术交付。因此 technology_role 为 none，score 为 0。,high,0,,high,会计岗，未明示数字工具或信息系统。,,
367,stratified_fill,1,1,"熟练操作SAP,SRM系统、WORD、EXCEL,CAD等办公软件",数字对象为SAP/SRM等系统及办公软件，但仅用于采购主业，移除后岗位仍是采购工程师，故为auxiliary。无AI相关词。,medium,1,"熟练操作SAP,SRM系统、WORD、EXCEL,CAD等办公软件",medium,岗位核心是采购与供应商管理，SAP、CAD等数字工具仅用于辅助成本分析和办公，移除后采购主业仍成立，因此为辅助数字技术。,,
368,rule_model_threshold_conflict,2,1,ERP系统数据的维护|标准工时录入ERP系统|掌握Solidworks或Proe、CAD等办公软件使用方法,数字对象为ERP系统维护和CAD软件使用，但岗位主要产出是机械加工工艺优化、报价和制程改善，移除数字技术后工艺工程师主业仍成立，故为辅助。ERP维护是数据录入而非系统开发运维，CAD仅作为机械设计工具，未达到核心数字技术交付。,high,1,ERP系统数据的维护|掌握Solidworks或Proe、CAD等办公软件使用方法,medium,工艺工程师主要产出为机械加工工艺制定与改善，ERP数据维护和CAD使用属于辅助工具，移除后岗位主要产出仍成立，未达到核心系统开发或运维，因此为辅助。,,
372,stratified_fill,0,0,,无任何数字技术对象证据。岗位描述仅涉及烹饪工作，未提及软件、数据、信息系统等数字工具，故为none。,high,0,,high,厨师岗位描述未提及任何数字工具、系统或数据要求。,,
378,low_confidence|rule_model_threshold_conflict,2,1,机电一体化、自动化、电子信息等相关专业,数字对象证据：自动化、电子信息专业背景。但岗位为储备干部，职责未明示具体数字技术交付，仅提及可能安排至研发、设备等岗位，当前描述无明确数字技术对象，故最多为auxiliary。未达到core，因无实际数字技术职责。,low,0,,high,储备干部岗位仅说明未来可能安排至技术岗位，当前职责未明示任何数字技术对象，不得依据专业名称推测。,0.0,储备干部岗位未明示任何数字技术职责或工具，仅专业要求不能作为有效证据。
395,rule_model_threshold_conflict,2,0,,岗位职责为CMES、水质和VOC设备维护保养及故障维修，任职要求仅提及办公软件操作。未明示软件、数据、信息系统、网络、编程、数字控制、嵌入式或PCB等数字技术对象，不能因“运维”名称给分。,high,1,CMES、水质和VOC设备日常维护保养|掌握日常办公软件操作,low,运维工程师主要负责环保监测设备维护，虽然可能接触CMES系统数据，但职责重点是硬件设备而非信息系统运维，日常办公软件为辅助工具，未达到核心系统运维。,0.0,职责为环保监测设备运维，未明示软件、信息系统或数据等技术对象，办公软件要求不能构成数字技术正分。
396,rule_model_threshold_conflict,2,1,"使用自动化测试设备和技术,提高测试效率和准确性|熟练使用Excel、Matlab等工具进行数据处理|熟悉至少一种测试编程语言如labview、python,VB或C#",岗位主要产出是晶圆产品的电气性能测试与分析，属于半导体工艺测试。虽使用自动化测试设备、编程语言和数据处理工具，但数字技术仅辅助完成测试主业，移除后岗位仍成立。未承担软件/系统开发或数字硬件设计，故为辅助。,medium,2,设计并执行测试计划|使用自动化测试设备和技术|熟悉至少一种测试编程语言如labview、python,high,晶圆测试工程师核心产出为测试设计与执行，需使用自动化测试技术和编程语言，属于数字硬件测试的核心技术交付，不是辅助工具使用。,2.0,职责明确要求测试设计、自动化测试和编程，属于数字硬件测试技术核心交付，移除后主要产出无法成立。
397,stratified_fill,2,2,"编写测试工具,有效地执行测试用例|精通自动化测试方法和软件发布管理|完成对产品的集成测试与系统测试,对产品的软件功能、性能及其它方面的测试",岗位核心职责为手机软件测试，包括编写测试工具、自动化测试、集成与系统测试，数字技术（软件测试）是主要产出。无AI/ML职责，故为2分。,high,2,编写测试工具|精通自动化测试方法和软件发布管理,high,手机软件测试工程师直接承担软件测试设计与工具开发，是核心数字技术岗位。,,
409,stratified_fill,0,1,"能够准备,编辑和演示幻灯片等销售和市场拓展方法",岗位为OTC销售代表，要求准备和演示幻灯片，这属于使用办公软件辅助销售工作，数字技术仅作为工具。移除后销售主业仍成立，故为auxiliary。幻灯片编辑是明确数字对象，因此不为none，score为1。,medium,1,"能够准备,编辑和演示幻灯片等销售和市场拓展方法",medium,OTC销售代表的主要产出是医药销售，幻灯片制作仅为辅助销售的工具，移除后销售工作仍可进行，因此为辅助数字技术。,,
414,rule_model_threshold_conflict,2,1,"能熟练使用Auto CAD绘图,了解CATIA、Pro-E",岗位职责为机械设计（3D/2D图纸、BOM表、技术方案评估），数字技术对象仅为任职资格中的CAD/CATIA/Pro-E绘图工具，用于辅助机械设计主业，移除后岗位主要产出仍成立，故为auxiliary。无AI相关词。,medium,1,熟练使用Auto CAD绘图,medium,数字对象为CAD软件，仅用于辅助机械设计主业，移除后机械设计仍成立，故为auxiliary；未承担开发或运维数字系统，不为core。,,
417,stratified_fill,2,2,"熟悉掌握C/C+/VC++,具有丰富的上位机软件开发经验|熟悉串口通信协议,具有一定的PC与下位机通讯编程经验|对数字图像处理有一定了解",岗位明确要求上位机软件开发、串口通讯编程和数字图像处理，这些是核心数字技术交付，移除后岗位无法成立。数字图像处理未与AI/ML关联，不构成严格AI。,high,2,"熟悉掌握C/C+/VC++,具有丰富的上位机软件开发经验|对数字图像处理有一定了解",high,核心职责为软件开发，属于核心数字技术；数字图像处理为传统算法，未涉及AI/ML，故strict_ai为false，不为3分。,,
418,rule_model_threshold_conflict,2,1,熟练使用微软办公软件(PPT、EXCEL、WORD)、用友ERP、通达OA等常用软件,岗位职责为人力资源规划、工时节拍测定等非数字主业；任职要求中提及办公软件、ERP、OA，但仅作为辅助工具使用，移除后人力资源主业仍成立，故为auxiliary。无AI相关职责。,medium,1,熟练使用微软办公软件(PPT、EXCEL、WORD)、用友ERP、通达OA等常用软件,medium,使用办公软件和ERP/OA辅助人力资源主业，移除非数字主业仍成立，故为auxiliary；未承担系统开发或技术运维，不为core。,,
429,stratified_fill,0,0,,岗位职责为车商网点维护、理赔协调、续保跟踪等保险销售服务，未明示任何数字技术对象，如软件、数据、系统等。,high,0,,high,岗位职责均为销售业务工作，未明示任何数字工具或系统要求，故为none。,,
433,stratified_fill,2,2,"开发相应的硬件模块|测试或协助测试开发的硬件设备,并进行调试|精通数字电路、模拟电路,熟练使用电路设计软件|精通硬件开发技能",岗位明确要求嵌入式硬件开发，包括硬件模块开发、测试调试，使用电路设计软件，数字电路是核心对象。移除数字硬件开发后岗位无法成立，故为core。无AI/ML职责，故非3分。,high,2,"开发相应的硬件模块|精通数字电路、模拟电路,熟练使用电路设计软件",high,明确承担嵌入式硬件开发，属于核心数字硬件技术，移除后岗位不成立；未涉及AI，故strict_ai为false。,,
436,stratified_fill,0,0,,岗位为混凝土材料技术推广销售，职责是销售推广，未明示任何数字技术对象，如软件、数据、系统等。材料学专业背景不自动视为数字技术。,high,0,,high,岗位为混凝土材料销售，职责未明示任何数字工具或系统，故为none。,,
438,stratified_fill,0,0,,岗位职责为品质管理、不良品处理、8D报告等，未明示任何软件、数据、信息系统等数字技术对象；仅提及质量分析工具但未具体说明，不能推断为数字技术。故为none。,high,0,,medium,品质管理职责未明示数字工具或系统，仅提及质量分析工具但无具体数字对象，不得推测，故为none。,,
442,stratified_fill,0,1,队伍线上化推动|投产效果、业绩及成本的监控、评估,职责涉及线上化推动和业绩监控评估，暗示使用数字系统或数据分析，但岗位主业为营销支持，数字技术仅辅助完成业务，移除后岗位仍成立，故为auxiliary。无AI相关词。,medium,1,队伍线上化推动,medium,数字对象为线上化推动，但仅为抽象表述，辅助营销主业，未承担具体系统或数据技术交付，故为auxiliary。,,
443,stratified_fill,1,1,熟悉ERP系统及常规办公软件的使用,明确要求熟悉ERP系统和办公软件，但岗位主业为订单跟踪和库存监控，数字工具仅辅助完成计划工作，移除后岗位仍成立，故为auxiliary。无AI相关词。,medium,1,客户系统订单的查看|熟悉ERP系统及常规办公软件的使用,high,岗位使用ERP系统辅助订单查看和库存监控，主业为计划协调，数字技术仅起辅助作用，非核心产出。,,
445,stratified_fill,0,0,,岗位职责为驾驶通勤、车辆养护，未明示任何软件、数据、信息系统、编程或数字硬件等数字技术对象。,high,0,,high,岗位职责未明示任何数字工具、系统或软件要求，仅为驾驶任务。,,
450,stratified_fill,2,2,基于ARM处理器的嵌入式软件开发|基于USB通讯的数据采集板卡设计和开发|精通C/C++ 软件开发|具有嵌入式软件、硬件底层驱动开发调试经验,岗位职责为嵌入式软件开发与板卡设计，数字技术是核心交付；无AI/ML要求，故为2分。,high,2,基于ARM处理器的嵌入式软件开发|基于USB通讯的数据采集板卡设计和开发,high,核心职责是嵌入式软件开发和硬件板卡设计，构成岗位主要产出，无AI相关任务，故为2分。,,
456,stratified_fill,1,1,ERP系统的推动与完善,岗位主要产出是生产计划与物料控制，ERP系统仅作为辅助工具推动与完善，移除后主业仍成立。,medium,1,统计数据的分析、ERP系统的推动与完善,medium,PMC主业为生产计划与协调，使用ERP和数据分析辅助工作，未承担系统开发或数据产品建设，技术仅为辅助。,,
461,rule_model_threshold_conflict,2,0,,销售岗位，未明示数字技术对象，仅提及电气自动化专业背景，但职责无数字技术交付。,high,0,,high,销售岗位职责未明示任何数字工具、信息系统或软件要求，仅涉及工业遥控产品销售。,,
462,stratified_fill,2,2,"Linux系统开发工程师|参与芯片和产品的整个研发过程(包括预研、设计、开发、编码等)|熟悉Linux操作系统及内核开发,熟练掌握C/C++|有USB/PCIE/网络等设备Linux驱动开发经验者优先",岗位职责明确要求Linux系统及内核开发、C/C++编程，属于核心数字技术交付；移除后岗位无法成立。未出现AI/ML，故为2分。,high,2,"参与芯片和产品的整个研发过程(包括预研、设计、开发、编码等)|熟悉Linux操作系统及内核开发,熟练掌握C/C++",high,岗位核心是Linux系统及内核开发，为软件研发核心产出，无AI职责，故为2分。,,
466,stratified_fill,2,2,"负责NCCloud系统(财务、供应链等模块)日常运维、流程管理、报表开发|为用户提供技术支持,及时解决系统使用过程中的技术问题|确保系统和其他系统之间的协作和集成顺畅|负责公司官网调试与日常维护|协助处理公司办公电脑、打印机、网络等软硬件故障",岗位主要产出为系统运维、报表开发、技术支持及软硬件故障处理，属于核心数字技术；移除后岗位无法成立。无AI，故为2分。,high,2,负责NCCloud系统(财务、供应链等模块)日常运维、流程管理、报表开发|为用户提供技术支持|负责公司官网调试与日常维护,high,核心职责包括系统运维、报表开发和技术支持，属IT系统交付核心，非单纯业务辅助，故为2分。,,
475,rule_model_threshold_conflict,0,2,"负责手机基带系统原理设计,PCB摆件布局工作|指导与检查PCB布局和布线设计工作|熟练掌握和使用EDA设计工具,Cadence优先",数字对象证据：明确PCB设计、布局布线、EDA工具使用，属于电子系统硬件开发。移除这些数字技术后，基带工程师的主要产出无法成立，故为core。未涉及AI/ML，故strict_ai=false。,high,2,"负责手机基带系统原理设计,PCB摆件布局工作|指导与检查PCB布局和布线设计工作",high,岗位核心是手机基带硬件设计与PCB布局，属数字电子系统硬件开发，故为2分。,,
479,stratified_fill,0,0,,无明示数字技术对象。职责为制定销售计划、优化产品资源等，未提及软件、数据系统或数字工具。故为none。,high,0,,high,原文未明示任何数字工具、系统、软件或数据要求，岗位主要产出为生产计划与交付管理，不涉及数字技术对象。,,
482,stratified_fill,2,2,"ERP二次开发工作|开发组数据项目开发|自主应用项目开发|集成项目开发与系统二次开发|熟练掌握Java语言,能够独立完成二次开发",数字对象为ERP系统、数据库和编程语言。岗位主要产出是软件开发和系统部署，移除后岗位不成立，故为核心。无AI职责。,high,2,ERP二次开发工作|熟练掌握Java语言|独立实施部署能力|开发组数据项目开发,high,岗位核心职责为ERP二次开发、数据项目开发与系统部署，数字技术交付本身构成主要产出；无AI/ML职责，故为2分而非3分。,,
483,stratified_fill,1,1,"能够熟练使用各种office办公软件,生物信息分析软件,数据分析软件",数字对象为办公、生物信息分析和数据分析软件。岗位主要产出是医学学术支持，软件仅作为工具辅助，移除后主业仍成立，故为辅助。无AI职责。,medium,1,"熟练使用各种office办公软件,生物信息分析软件,数据分析软件|结果数据的分析、整理",medium,岗位主要产出为医学学术支持与项目跟踪，仅使用现成软件进行辅助数据分析，数字技术不是岗位核心交付；任职资格中提及软件使用，但职责无开发或深度技术动作，故为辅助。,,
499,stratified_fill,2,2,"负责控制器与伺服驱动器通讯现场总线协议的实现以及调试|负责开发驱动器的控制软件,包括位置环,速度环和电流环的控制|精通C语言、CanOpen协议;熟悉Ethercat协议",岗位核心职责是开发控制软件和实现通讯协议，属于明确的软件和协议开发，数字技术是主要产出。未涉及AI/ML，故为2分。,high,2,负责控制器与伺服驱动器通讯现场总线协议的实现以及调试|精通C语言|开发驱动器的控制软件,high,明确承担通信协议实现、控制软件开发与调试等数字技术核心工作，无AI/ML内容，故为核心数字技术。,,
506,rule_model_threshold_conflict,2,1,"熟练使用机械绘图的3D和2D软件(如CAD,Solidworks)",明确要求使用CAD/SolidWorks等工程软件，但仅作为机械非标设计的辅助工具；移除后岗位主要产出（机械设计）仍成立，故为auxiliary而非core。,medium,1,"熟练使用机械绘图的3D和2D软件(如CAD,Solidworks)",medium,岗位主要产出为非标机械设计，CAD/Solidworks仅作为完成主业的设计工具，移除数字技术后机械设计工作仍成立，故为辅助。,,
511,stratified_fill,2,2,"负责空调系统相关软件的设计、开发与优化|精通C/C++或Python等编程语言,熟悉嵌入式系统开发",岗位核心职责是空调系统软件的设计与开发，明确要求编程语言和嵌入式开发，数字技术是主要产出；未涉及AI/ML，故为core而非strict AI。,high,2,负责空调系统相关软件的设计、开发与优化|精通C/C++或Python等编程语言,high,核心职责为嵌入式软件设计开发与编码，数字技术是岗位主要产出，无AI/ML内容。,,
512,rule_model_threshold_conflict,2,0,,岗位描述仅列出专业要求和素质要求，未明示任何数字技术对象（如软件、编程、系统等），故为none。,high,0,,high,招聘文本仅列出学历、专业和综合素质要求，未明示任何数字工具、系统、编程或数据技术对象。,,
526,stratified_fill,0,0,,岗位职责为银行渠道维护和客户服务培训，未明示任何数字工具、系统或软件要求；标签为空，无数字技术对象。,high,0,,high,岗位职责为银行渠道维护与培训，无任何数字技术工具或系统的明示要求。,,
529,rule_model_threshold_conflict,0,2,"负责IP规格/设计文档的制定,RTL coding, 功能调试以及覆盖率分析|负责IP集成,Lint/cdc检查, sdc/upf/timing收敛|熟练掌握Verilog HDL",岗位核心职责为数字芯片逻辑设计，包括RTL编码、IP集成、时序收敛等，属于数字硬件开发，移除后岗位无法成立；未涉及AI/ML，故为2分。,high,2,RTL coding|Verilog HDL|数字集成电路基础|VCS/DC/PrimeTime/verdi|芯片设计、验证流程,high,原文明示数字芯片逻辑设计、RTL编程、EDA工具等，核心职责是IP设计、集成、验证，移除后岗位无法成立，且未涉及AI/ML，故为2分。,,
538,stratified_fill,0,1,对资本市场、融资方式和创新型金融工具进行研究,岗位主要产出是资本市场研究、证券分析和资本运作，可能使用金融数据工具，但未明示承担系统开发、数据平台或算法等核心数字技术交付，故为auxiliary而非core。未涉及AI。,medium,0,,high,岗位职责为证券研究分析、报告编写、资本运作沟通，未明示任何数字工具或系统要求，故为0分。,0.0,岗位职责为证券研究分析，未明示任何数字技术对象或要求。
539,stratified_fill,1,1,熟练电脑操作及Office办公软件,岗位职责为商务、统计、对接等日常事务，仅任职资格要求熟练Office办公软件，属于辅助工具，移除后岗位主要产出仍成立，故为auxiliary而非none。,medium,1,熟练电脑操作及Office办公软件,medium,明确要求Office办公软件，但仅用于日常统计、行政事务辅助，主要产出为商务支持，符合辅助数字技术。,,
549,stratified_fill,2,2,"维护和优化现有信息系统|参与新项目的需求分析、设计、编码、测试等工作|熟悉Android、HTML5、CSS3等相关技术,有实际项目开发经验",岗位职责明确包括信息系统维护、需求分析、设计、编码和测试，属于软件开发与系统运维，数字技术是核心产出。未涉及AI/ML，故为2分。,high,2,维护和优化现有信息系统|参与新项目的需求分析、设计、编码、测试|熟悉Android、HTML5、CSS3|熟悉Oracle、SQL Server,high,岗位承担信息系统开发、编码、测试及数据库维护，数字技术是核心交付，无AI职责，故为2分。,,
557,stratified_fill,1,1,软件标准化:将标准化文件在系统中进行实施|参与公司ERP软件项目的上线和维护|熟悉ERP\PLM等财务软件,岗位主要产出是成本管理和财务分析，属于财务主业。涉及ERP系统实施和维护，但职责描述为参与上线和维护，且任职资格要求熟悉ERP/PLM软件，属于辅助主业完成成本管理，未达到核心系统开发或运维程度，故为auxiliary。,medium,1,参与公司ERP软件项目的上线和维护|建立标准成本信息库|熟悉ERP\PLM等财务软件,medium,成本经理主要进行成本管理、预算分析，ERP参与和信息库建立属于业务部门辅助实施和数据维护，核心仍是财务主业，未达到核心数字技术交付。,,
559,stratified_fill,1,1,熟练使用相关办公软件,任职资格要求熟练使用办公软件，属于明确数字工具，但岗位主要产出是行政后勤事务，移除软件后主业仍成立，故为辅助。无AI相关词。,medium,1,熟练使用相关办公软件,medium,行政后勤岗位，明确要求办公软件，但仅用于一般行政事务辅助，无核心数字交付，故为1分。,,
561,stratified_fill,1,0,,岗位职责为抗体纯化工艺开发、实验设计、数据分析等，但未明示任何软件、数据系统、编程等数字技术对象；DOE、cGMP等为专业方法或规范，非数字技术。无AI相关词。,high,0,,medium,纯化工艺开发，未明示任何数字工具或系统要求，DOE可能涉及软件但原文未提及，故为0分。,,
571,stratified_fill,2,2,硬件电路、PCB设计|嵌入式开发、单片机、数字电路|CAN、RS485等通讯,岗位明确要求PCB设计、嵌入式开发、数字电路等，属于核心数字硬件开发，移除后岗位无法成立。无AI职责，故为2分。,high,2,硬件电路、PCB设计|嵌入式开发、单片机|熟悉主流等PCB 设计软件|CAN、RS485等通讯,high,岗位核心产出是电子产品开发、PCB设计、嵌入式编程，数字技术是主要交付，无AI，故为2分。,,
572,strict_score3,3,3,研究和开发计算机视觉领域的核心算法(如Machine Learning/Pattern Recognition/CNN等)|将上述算法应用到工业检测场景中,岗位核心职责明确涉及机器学习、模式识别、CNN等AI算法研发和应用，属于严格AI技术工作，故为3分。,high,3,研究和开发计算机视觉领域的核心算法(如Machine Learning/Pattern Recognition/CNN等),medium,核心职责为开发计算机视觉算法，明确涉及机器学习、模式识别和CNN，属于严格AI研发，因此为3分。,,
576,stratified_fill,1,1,熟练操作办公软件,明确要求熟练操作办公软件，属于数字工具辅助行政接待主业。移除办公软件后，行政接待工作仍成立，故为auxiliary而非core。,medium,1,熟练操作办公软件,medium,行政前台主业为接待与行政，办公软件仅作辅助工具，明确数字对象但技术非核心，因此为1分。,,
593,rule_model_threshold_conflict,0,2,"能熟练操作InPlan, genesis,CAD等软件|有处理服务器板或铝基、铜基板,HDI板经验的",岗位为MI工程师，职责明确要求操作InPlan、Genesis等PCB工程软件处理服务器板、HDI板，属于明确的PCB设计/制造工程交付，数字技术是核心产出，故为core。,high,1,"能熟练操作InPlan, genesis,CAD等软件",medium,仅有软件操作要求而无明确PCB/CAM设计职责，数字技术作为工作工具辅助，故为1分。,2.0,经验要求明确使用专业PCB软件处理服务器板、HDI板，属于核心数字技术交付。
594,rule_model_threshold_conflict,0,2,从事电源行业PCBlayout工作|配合硬件工程师、结构工程师完成PCBlayout工作,岗位为layout工程师，职责明确为PCB layout，属于明确的电子系统硬件开发，数字技术是核心产出，故为core。,high,2,从事电源行业PCBlayout工作|完成PCBlayout工作,high,岗位核心产出为PCB layout设计，属于硬件数字技术交付，无AI内容，因此为2分。,,
602,stratified_fill,2,2,"负责硬件架构设计,器件选型和验证,原理图和PCB设计|能熟练应用Altium Designer、Multisim、CAD、matlab等电子硬件开发相关软件|精通模拟电子技术、数字电子技术,具有独立设计产品的能力",岗位明确承担PCB设计、硬件架构开发等数字电子系统核心工作，移除后岗位无法成立，故为core。无AI/ML职责，故为2而非3。,high,2,原理图和PCB设计|能熟练应用Altium Designer、Multisim、CAD、matlab等电子硬件开发相关软件,high,职责明确包含原理图和PCB设计等数字硬件开发，技术构成岗位主要产出，故为2分。,,
603,stratified_fill,0,0,,岗位为OEM销售，职责涉及市场规划、客户开发、商务公关，未明示任何数字工具、系统或软件要求。标签无数字技术对象，故为0。,high,0,,high,销售岗位职责未明示任何数字技术对象，故为0分。,,
604,rule_model_threshold_conflict,2,1,探索薪酬线上化、自动化、可视化管理|擅长运用Excel、python等数据工具处理实际问题,岗位主要产出是薪酬管理和分析报告，数字工具用于辅助数据处理和线上化探索，移除后薪酬管理主业仍成立。未承担系统开发或数据平台建设，故为1而非2。,medium,1,擅长运用Excel、python等数据工具处理实际问题|探索薪酬线上化、自动化、可视化管理,medium,薪酬管理为主要产出，数据工具仅用于辅助分析和报表，线上化表述无具体技术交付，故为1分。,,
611,rule_model_threshold_conflict,2,1,"对于测试数据能进行统计、整理,并正确地分析测试数据的准确性|使用各种测试设备(功率计、频谱仪、微波信号源、矢网)优先",岗位主要产出是产品测试，使用测试设备并统计测试数据，但未明确承担数字硬件测试设计或自动化测试开发，测试设备是现成仪器，数据统计为辅助。移除后测试工作仍成立，故为辅助。无AI相关职责。,medium,0,,medium,硬件测试职责仅提及使用物理测试设备，未明示软件、数据或数字系统等技术对象，故为0分。,1.0,岗位主要产出是硬件产品测试，明确要求对测试数据进行统计整理，属于辅助数字技术。移除数据处理后测试职责仍成立，故为1分。未出现AI。
