canonical_id,from_score,from_evidence,from_reason,to_score,to_evidence,to_reason,score_changed,crossed_main_threshold
111,0,,岗位为设备采购工程师，职责为采购开发、询价比价、成本优化，提及对电子制造设备了解但未要求使用数字工具或技术。因此为0分，不是1分（无数字工具要求）。,0,,岗位为设备采购工程师，职责为固定资产、配件等采购，提及对电子制造行业设备如贴片机、AI机等有所了解，但仅为行业知识要求，非岗位承担数字技术工作。无软件、数据、信息系统等明示数字对象。,False,False
112,0,,岗位职责为EHS统筹管理、法律法规执行、环保改善，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,0,,岗位为EHS管理，职责涉及环保、安全、法规执行和专案改善，未明示任何软件、数据、信息系统、编程、数字控制等数字技术对象。,False,False
113,0,,岗位职责为产品规划、市场营销、渠道管理，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,0,,产品经理岗位，职责为产品规划、营销策划、市场调研等，未明示数字技术对象，仅提及制作产品数据表等普通文档，无系统开发或数据分析要求。,False,False
114,0,,岗位职责为医疗器械质量工程、风险分析、客诉处理，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,0,,质量工程师岗位，职责涉及医疗器械设计开发、风险分析、客诉处理等，未明示软件、数据、信息系统等数字技术对象，仅提及产品性能测试和检验标准，无数字技术交付。,False,False
115,0,,岗位职责为财务运营分析、预算管理、经营报告，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,1,"依照经营报表过程管理体系对运营问题清单进行管理闭环并留痕|围绕整体预算达成、滚动预测与同环比,进行分析,识别经营问题,输出报告",岗位为财务运营，使用经营报表和预算分析等数字工具，但主要产出是财务管理和报告，数字技术仅辅助主业，移除后岗位仍成立。,True,False
116,1,熟练掌握CAD、UG等办公软件,岗位核心是工艺工程，使用CAD/UG作为辅助工具，移除后工艺设计仍可通过其他方式完成，因此为1分。不是0分，因为明确要求使用CAD/UG等数字工具；不是2分，因为工具使用是辅助而非核心产出。,1,熟练掌握CAD、UG等办公软件|根据工艺数据维护系统工艺路线CT、Yield、Efficiency|协同信息部完成MES打印标签,工艺工程师，主要产出为制造工艺开发与优化，使用CAD/UG等工具辅助设计，维护MES数据，但数字技术非核心交付，移除后工艺工作仍成立。,False,False
117,2,编写测试用例|功能兼容性测试|软件产品的打包、更新等产品盘管理和维护|工业监控组态软件、主流PLC及工业设备应用|软件测试经验,岗位核心是软件测试和系统维护，涉及测试用例编写、兼容性测试、软件打包等，属于软件开发/测试范畴，因此为2分。不是1分，因为测试和打包是核心职责而非辅助；不是3分，因为未涉及AI/ML。,2,"编写测试用例,测试并引导研发完善|负责产品在各系统平台下功能兼容性测试,问题跟踪和回归测试|负责软件产品的打包、更新等产品盘管理和维护工作",软件测试岗位，核心职责为软件测试、打包和维护，数字技术是主要产出，移除后岗位无法成立，无AI要求。,False,False
118,0,,岗位职责为新药临床研究、医学撰写、信息收集，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,0,,医学专员岗位，职责为新药临床研究、方案撰写、医学信息收集等，未明示数字技术对象，文献检索为普通工具使用，无系统或数据分析要求。,False,False
120,0,,岗位职责为锂电池相关行业销售，未明示要求使用数字工具、编程、数据分析或AI技术，因此为0分。不是1分，因为原文未提及任何数字工具或系统使用。,0,,业务经理岗位，职责为锂电池相关行业销售，未明示任何数字技术对象，仅提及沟通和销售能力。,False,False
121,1,机械设备的维修、保养|数控机床、激光切割机、专用机床(接管螺母)的维修、深层次维护与保养,岗位核心是设备维修保养，提及数控机床等设备的使用和维护，属于辅助数字工具（1分）。不是0分，因为明确涉及数控设备；不是2分，因为不涉及软件开发或核心数字技术产出。,0,,岗位职责为机械设备维修保养，虽提及数控机床但仅作为维修对象，未明示软件、编程、数据等数字技术交付；移除数字技术后岗位仍成立。,True,False
122,1,提供销售分析数据,岗位核心是销售，提及提供销售分析数据，属于使用数字工具辅助销售（1分）。不是0分，因为涉及数据分析；不是2分，因为数据分析是辅助销售，非核心产出。,1,"定期对客户档案进行分析、整理,提供销售分析数据",使用数据分析辅助销售主业，但主要产出仍是客户开拓与销售，非数字技术交付；未承担系统开发或数据平台建设，故为辅助。,False,False
123,0,,岗位描述为人才储备岗，职责和任职要求均未提及任何数字工具、信息系统、编程或数据相关技能，仅要求学历、专业、英语等通用条件。因此为0分。,0,,岗位为人才储备岗，职责描述未明示任何数字工具、系统或数据要求；仅列出专业和英语等通用条件，无数字技术对象。,False,False
124,1,能熟练运用机械制图等开发软件及办公软件,岗位核心是锂电设备维护维修，要求熟练使用机械制图等软件，属于辅助数字工具（1分）。不是0分，因为明确要求软件技能；不是2分，因为软件使用是辅助设备工作，非核心产出。,1,能熟练运用机械制图等开发软件及办公软件,岗位主要产出为设备维护与机械改造，机械制图软件仅辅助主业，移除后不影响主要产出。,False,False
125,0,,岗位核心是食品工业渠道销售，职责和任职要求均未提及任何数字工具、信息系统、编程或数据相关技能，仅涉及市场开拓、客户管理等。因此为0分。,0,,岗位为食品工业渠道销售，职责和任职要求均未明示数字工具、软件或数据技术；仅涉及市场分析和销售计划，无数字技术对象。,False,False
127,2,服务端基础架构设计、开发和升级维护|后端架构设计、研发和优化|模块设计、编码和测试|熟练使用 Java 语言,岗位核心是服务端软件开发，明确要求架构设计、编码和测试，属于核心数字技术（2分）。不是1分，因为软件开发是核心产出；不是3分，因为未涉及AI/ML。,2,参与研发部门整体的服务端基础架构设计、开发和升级维护|负责团队内部相关产品的后端架构设计、研发和优化工作|能熟练使用 Java 语言,岗位核心产出为服务端架构设计与软件开发，移除数字技术后岗位无法成立；未涉及AI/ML，故为2分。,False,False
128,0,,岗位描述为市场营销，仅要求市场营销专业知识和沟通能力，未提及任何数字工具、信息系统、编程或数据相关技能。因此为0分。,0,,岗位描述仅要求市场营销专业知识和沟通能力，未明示任何数字工具、软件或数据技术；无数字技术对象。,False,False
130,1,熟练掌握办公软件|简单软硬件维护或协调,岗位核心是综合服务，包括印章管理、会务、销售激励等，要求熟练掌握办公软件和简单软硬件维护，属于辅助数字工具（1分）。不是0分，因为明确要求办公软件和维护技能；不是2分，因为软硬件维护是辅助性工作，非核心产出。,1,负责资产管理、简单软硬件维护或协调|熟练掌握办公软件,岗位主要产出为综合行政与销售支持，软硬件维护和办公软件使用仅为辅助；未承担系统开发或核心运维，故为辅助。,False,False
131,1,"使用网站搜索,海关数据等方式",岗位核心是外贸业务开发与订单跟进，使用网站搜索和海关数据是辅助工具，移除后外贸业务仍成立，因此为1分。不是0分因为明确提到使用数字工具，不是2分因为工具使用是辅助而非核心产出。,1,"使用网站搜索,海关数据等方式",岗位使用网站搜索和海关数据等数字工具辅助外贸业务，但移除后外贸跟单、开发客户等主业仍成立，故为辅助。无AI职责。,False,False
132,0,,岗位职责为厅堂信用卡业务受理、客户引流和营销转介，未明示要求使用任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,0,,岗位职责为信用卡业务受理、客户引流、存量维护等，未明示任何数字工具、系统或数据要求，故为无明示数字技术。,False,False
133,1,熟练掌握Minitable/JMP等数据分析工具,质量专家核心是质量改进专案管理，数据分析工具是辅助完成质量分析的手段，若移除这些工具，岗位核心产出（建立改善体系、推广方法论等）仍成立，故为1分；不是2分因未涉及软件开发或核心算法模型，不是0分因明确要求数字工具。,1,熟练掌握Minitable/JMP等数据分析工具,岗位使用Minitab/JMP等数据分析工具辅助质量改进，但主要产出是质量体系搭建、改善项目管理等非数字主业，故为辅助。无AI职责。,False,False
134,0,,岗位职责为区域销售和市场拓展，未明示要求使用任何数字工具或技术，因此为0分。不是1分因为无数字工具要求。,0,,岗位职责为区域销售、经销商管理、招标等，未明示任何数字工具、系统或数据要求，故为无明示数字技术。,False,False
135,1,熟练运用如GRR\SPC\3A\排列图\鱼骨图\Minitab等工具对数据进行收集和分析,供应商质量工程师核心是供应商质量管理与改善，使用统计工具进行数据分析是辅助问题分析和决策的，若移除这些工具，岗位核心产出仍成立，故为1分；不是2分因未涉及软件开发或高级算法建模，不是0分因明确要求数字工具。,1,熟练运用如GRR\SPC\3A\排列图\鱼骨图\Minitab等工具对数据进行收集和分析,岗位使用Minitab等工具进行质量数据分析，但主要产出是供应商质量管理、审核、问题解决等，数字技术仅为辅助。无AI职责。,False,False
136,0,,岗位职责为保单整理和客户服务，未明示要求使用任何数字工具或技术，因此为0分。不是1分因为无数字工具要求。,0,,岗位职责为保单信息更新、收益领取协助、保险咨询等，未明示任何数字工具、系统或数据要求，故为无明示数字技术。,False,False
137,2,负责 ISP 相关算法的研究和落地|掌握Matlab 、C/C++、python等语言编程|数字信号处理基础,岗位核心是ISP算法研发，属于图像处理算法，但未明确涉及AI/ML，因此为2分。不是1分因为算法研发是核心产出，不是3分因为ISP算法通常属于传统图像处理而非AI/ML。,2,"负责 ISP 相关算法的研究和落地,包括3A、HDR、插帧、去雾等|负责图像、视频 ISP 相关领域的算法预研、设计、优化、验证、调优支持等工作",岗位核心职责为ISP算法研发，属于传统图像处理算法，非AI/ML，故为core且strict_ai=false。无AI研发职责。,False,False
138,0,,岗位职责为推广活动的培训、执行和效果分析，未明示要求使用任何数字工具或技术，因此为0分。不是1分因为无数字工具要求。,1,分析活动执行效果和数据,岗位主要产出为推广活动执行，数据分析仅用于活动效果评估，属辅助数字技术，移除后主业仍成立。,True,False
139,3,算法研究员|机器视觉|模式识别|图像处理|视觉相关算法,岗位标题为算法研究员，职责明确涉及机器视觉、模式识别和图像处理算法的设计开发，属于AI/计算机视觉核心研发，因此为3分。不是2分，因为明确涉及AI视觉算法而非一般软件开发或传统图像处理工具使用。,3,负责新产品/新需求项目的算法设计/算法开发|对机器视觉领域前沿技术感兴趣|模式识别或图像处理相关研究方向|能独立设计视觉相关算法、开发算法及调试优化,岗位核心职责是视觉算法设计开发，明确涉及机器视觉和模式识别，属于严格AI技术工作。移除算法开发后岗位无法成立，故为core且strict_ai=true，得3分。与2分的边界在于明确承担AI/机器视觉算法研发，而非仅使用传统图像处理工具。,False,False
140,0,,岗位为法律审计，描述中仅涉及法律、审计、会计等专业要求，未提及任何数字工具、信息系统或技术职责，因此为0分。不是1分，因为没有要求使用办公软件或业务系统。,0,,岗位为法律审计，职责和任职资格均未明示任何数字技术对象，如软件、数据、信息系统等。仅列出法律、审计等专业要求，无数字工具或系统要求，故technology_role为none，得0分。,False,False
141,2,信息化建设方案|信息系统管理制度|网络系统的安全性|信息化项目|信息管理与信息系统,岗位核心职责是信息化建设、系统管理和网络安全，属于信息系统核心工作，因此为2分。不是1分，因为不是辅助使用系统而是负责搭建和管理；不是3分，因为没有涉及AI/ML研发。,2,负责实施公司信息化建设方案|保证公司网络系统的安全性|把控公司各信息化项目的实施进度及标准|熟练掌握制造业信息化改革过程中所有信息管理系统的相关操作、管理、维护知识,岗位主要产出是信息化建设、系统管理和网络安全，明确涉及信息系统和网络等数字技术对象。移除这些数字技术后岗位无法成立，故为core。未涉及AI/ML，strict_ai=false，得2分。与1分的边界在于承担系统搭建、运维等核心职责，而非仅使用或协调。,False,False
142,0,,岗位为体系管理经理，职责是质量管理体系建立与维护、内部审核等，未提及任何数字工具或技术系统，因此为0分。不是1分，因为没有要求使用办公软件或信息系统。,0,,岗位为体系管理经理，职责涉及质量管理体系、文件编辑和内部审核，但未明示任何数字技术对象，如软件、数据或信息系统。仅提及标准化文件管理，无数字工具要求，故technology_role为none，得0分。,False,False
143,0,,岗位为储备干部，仅要求机械类专业，未提及任何数字技术或工具，因此为0分。不是1分，因为没有要求使用任何软件或系统。,0,,岗位为储备干部，仅要求机械类相关专业，未明示任何数字技术对象。无软件、数据、系统等要求，故technology_role为none，得0分。,False,False
144,0,,岗位为远程一体化服务作业岗，职责是线上查勘、理赔咨询和方案协商，未提及使用数字工具或技术系统，因此为0分。不是1分，因为理赔工作本身未明示要求数字工具。,0,,岗位为远程一体化服务作业岗，职责为车险理赔查勘、定损和咨询，未明示任何数字技术对象。仅提及线上操作，但无具体数字工具或系统要求，故technology_role为none，得0分。,False,False
145,1,熟练使用各种常规分析仪器,岗位为分析研究员，要求熟练使用常规分析仪器，属于专业工具辅助药物分析工作，核心产出仍是药物分析而非技术开发，因此为1分。不是0分，因为明确要求使用分析仪器；不是2分，因为仪器使用是辅助而非核心数字技术开发。,1,熟练使用各种常规分析仪器及日常维护,岗位为分析研究员，职责包括质量分析和仪器维护，明确使用常规分析仪器，属于数字技术辅助工具。但岗位主要产出是药学分析研究，移除仪器使用后仍成立，故为auxiliary，得1分。与0分的边界在于明示了分析仪器这一数字对象。,False,False
146,1,熟练使用常规的办公软件,岗位为商务专员，要求熟练使用办公软件，属于辅助工具完成商务工作，核心产出仍是商务采购与供应商管理，因此为1分。不是0分，因为明确要求办公软件；不是2分，因为办公软件使用是辅助而非核心数字技术。,1,能熟练使用常规的办公软件,岗位为商务专员，职责包括供应商管理和采购，要求熟练使用办公软件。办公软件是辅助工具，岗位主要产出为商务工作，移除后仍成立，故为auxiliary，得1分。与0分的边界在于明示了办公软件这一数字工具。,False,False
147,0,,岗位职责为政府关系维护、农业保险承保理赔、农网建设等，未提及任何数字工具、信息系统、编程或数据分析要求。因此为0分，不是1分（无辅助数字工具使用）。,0,,职责为政府关系、农险承保、档案管理、业务调研与拓展，未明示任何软件、数据、信息系统、编程等数字技术对象。,False,False
149,0,,岗位为市场/营销专员，职责包括市场调研、广告制作、活动策划等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,0,,职责为市场调研、广告制作、展会策划等营销工作，未明示数字工具或系统要求。,False,False
150,0,,岗位为研发助理工程师，要求高分子材料专业，但描述中未提及任何数字工具、软件、数据分析或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,0,,要求高分子材料专业，从事工程塑料改性合成，未明示数字技术对象。,False,False
151,0,,岗位为销售工程师，职责包括客户对接、报价、商务谈判等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,0,,销售工程师职责为客户对接、报价、商务谈判、合同跟踪等，未明示数字技术交付；标签机电、仪器等不自动构成数字技术。,False,False
152,0,,岗位为招聘主管，职责包括招聘计划、流程建立、渠道发布等，未提及任何数字工具或技术使用。因此为0分，不是1分（无辅助数字工具要求）。,0,,招聘主管职责为招聘计划、渠道管理、面试等，未明示数字工具或系统要求。,False,False
153,0,,岗位为远程一体化服务作业岗，负责车险查勘、理赔咨询等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,1,线上查勘|线上提供解答|在线与客户协商确定理赔方案,理赔主业通过线上系统完成，数字技术仅作为辅助工具，移除后理赔职责仍可成立。,True,False
154,0,,岗位为资深销售经理，职责包括客户开发、订单跟踪、对账回款等，未提及任何数字工具或技术使用。因此为0分，不是1分（无辅助数字工具要求）。,0,,销售经理职责为客户开发、订单跟踪、回款，仅要求半导体行业销售经验，未明示数字技术交付。,False,False
155,0,,岗位为资深销售经理，职责包括客户开发、订单跟踪、对账回款等，未提及任何数字工具或技术使用。因此为0分，不是1分（无辅助数字工具要求）。,0,,与154相同，销售经理职责未明示数字技术对象。,False,False
156,1,具有云计算、互联网相关学历背景|构建公司品牌推广计划|制定市场规划、市场营销策略、产品拓展等分析模型,岗位核心是市场战略、品牌推广等营销职责，云计算/互联网仅作为学历背景提及，分析模型指市场策略模型而非技术开发，属于辅助数字工具，因此为1分；不是0分因为明确要求数字相关背景，不是2分因为不涉及软件开发或核心数字技术产出。,1,具有云计算、互联网相关学历背景|具有网络市场品牌推广经验者优先,岗位职责为市场战略、品牌推广等非数字主业；任职资格提及云计算/互联网背景和网络推广经验，但未要求承担系统开发、运维或数据分析等核心数字技术工作，数字技术仅作为辅助知识。因此为auxiliary而非core。,False,False
157,0,,岗位核心是药物化学合成实验、分离提纯和结构鉴定，使用NMR、HPLC、MS等分析仪器，但未要求任何数字工具、编程或信息系统，因此为0分；不是1分因为没有提及Office、ERP等数字工具使用。,0,,岗位职责为药物化学合成、分离纯化、图谱分析等，使用NMR、HPLC、MS等分析仪器，但未明示软件、数据、信息系统、编程等数字技术对象，属于传统化学实验工作，故为none。,False,False
158,0,,岗位是配送司机，职责为货物运输和车辆维护，未提及任何数字工具或信息系统，因此为0分；不是1分因为没有要求使用数字工具。,0,,岗位为配送司机，职责为驾驶货车配送货物，未提及任何数字工具、软件或系统要求，故为none。,False,False
159,1,负责生产过程中的自动化系统的管理操作,岗位核心是化工生产操作，自动化系统管理是辅助生产过程的工具，不是开发或改造系统，因此为1分；不是0分因为明确要求操作自动化系统，不是2分因为不涉及系统开发或核心数字技术。,1,负责生产过程中的自动化系统的管理操作,岗位操作自动化系统，但仅负责管理和参数记录，未涉及编程、诊断或开发，自动化系统作为生产辅助工具，移除后生产主业仍成立，故为auxiliary而非core。,False,False
160,1,熟练掌握CAD等绘图软件,岗位核心是循环水项目设计，CAD是完成设计任务的辅助工具，不是软件开发，因此为1分；不是0分因为明确要求使用CAD软件，不是2分因为设计本身不是数字技术产出。,1,熟练掌握CAD等绘图软件,岗位为循环水项目设计工程师，使用CAD绘图软件完成设计主业，但CAD仅作为工具，移除后设计工作仍可进行（如手绘），故为auxiliary而非core。,False,False
161,1,熟练使用OFFICE软件,岗位核心是采购工作，OFFICE软件用于日常办公辅助，不是核心产出，因此为1分；不是0分因为明确要求使用OFFICE，不是2分因为不涉及软件开发或核心数字技术。,1,熟练使用OFFICE软件,采购助理岗位使用OFFICE软件进行报表和分析，但主要产出为采购业务，数字工具仅辅助，故为auxiliary。,False,False
162,1,根据财务需求制作财务报表|完成办公室部分数据整理,岗位核心是财务审核、费用管理和报表制作，数据整理和财务报表属于普通数据处理，辅助财务主业，因此为1分；不是0分因为涉及数据整理和报表，不是2分因为不涉及软件开发或高级数据分析。,1,根据财务需求制作财务报表|完成办公室部分数据整理,财务专员岗位使用财务软件或Excel制作报表和整理数据，但主要产出为财务审核与管理，数字技术仅辅助，故为auxiliary。,False,False
163,0,,岗位职责与任职要求中未明示任何数字工具、信息系统、编程或数据分析技术，仅提及专业背景，故评为0分；不是1分因为无使用数字工具的证据。,1,气象遥感|数理统计|数据,岗位为农险业务推动，职责包括政策研究、策略制定、招标推动等，任职资格提及气象遥感、数理统计等专业背景，但未明确承担数据分析、模型开发或系统建设等核心数字技术工作，数字技术仅作为辅助知识，故为auxiliary而非core。,True,False
164,0,,岗位职责为环境保洁管理、供应商沟通、品质监督、培训等，未明示要求使用数字工具、信息系统、编程或数据分析。因此为0分，而非1分（无任何数字工具要求）。,0,,岗位职责为环境保洁、绿化、消杀等现场服务管理，未明示任何软件、数据、信息系统、编程等数字技术对象。,False,False
165,0,,岗位职责为供应商开发、供应链管理、采购业务沟通，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,0,,采购岗位，职责为供应商开发、供应链管理、业务沟通，未明示数字工具或系统要求。,False,False
166,1,数理统计或相近专业优先,任职资格中提及数理统计专业优先，暗示可能使用统计工具进行数据分析，但岗位核心是政保业务方案制作、行销支持、项目管理，数据分析仅为辅助。因此为1分，而非0分（有数字工具暗示）或2分（非核心产出）。,0,,政保业务客户经理，职责为市场梳理、方案制作、行销支持、项目管理，未明示数字技术对象。,True,False
167,2,"进行系统设计,参与项目的编程、调试和模块测试工作|负责公司的软件开发|懂SQL数据库,具备一定的开发能力",岗位核心职责包括ERP系统设计、编程、调试、维护和数据库开发，属于软件系统开发，是核心数字技术。未涉及AI/ML，因此为2分，而非1分（非辅助使用）或3分（无AI研发）。,2,"负责进行系统设计,参与项目的编程、调试和模块测试工作|负责公司的软件开发及时响应业务内容的技术需求|负责定期对系统进行维护和升级|懂SQL数据库,具备一定的开发能力优先考虑",核心职责为ERP系统设计、编程、调试、维护及SQL数据库开发，数字技术是岗位主要产出，非AI。,False,False
168,0,,岗位职责为项目跟进、跨部门沟通、进度监督，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,0,,项目管理工程师，职责为项目跟进、跨部门协调、进度监督，未明示数字技术对象。,False,False
169,1,熟练使用EXCEL、PPT等办公软件,岗位职责为经营分析、数据追踪、考核测算，要求熟练使用Excel和PPT，属于辅助数字工具用于数据分析，但核心产出是业务分析和建议，非技术开发。因此为1分，而非0分（有明确工具要求）或2分（非核心软件开发）。,1,熟练使用EXCEL、PPT等办公软件|数据跟进,经营分析岗，使用Excel进行数据跟进和报表，但主要产出是业务分析建议，数字技术为辅助工具。,False,False
170,0,,岗位职责为变电站运维外包监督、现场管理、数据报告，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,0,,驻场代表，职责为电场运维外包监督、验收、报告，未明示数字技术对象，仅涉及电力运行管理。,False,False
171,0,,岗位职责为保险销售，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,0,,保险销售岗位，职责为根据客户进行保险销售，未明示数字技术对象。,False,False
172,0,,岗位职责为市场研究、风险研究、项目服务，未明示要求使用数字工具、编程、数据分析或AI技术。移除技术后核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为市场研究、风险研究、项目服务（陪展、风控、定价、理赔支持）及培训，未明示任何软件、数据、信息系统、编程等数字技术对象。任职资格仅要求安全管理经验和资质，无数字技术要求。移除数字技术后岗位主要产出仍成立，故为none。,False,False
173,2,"智能化设计工作,涉及数采与控制闭环|配置最优化的控制方案|DCS的组态部署与PID整定",岗位核心职责是化工装备的智能化设计、控制系统方案配置与组态，涉及自动化、数采与控制闭环，属于核心数字技术（自动化控制），但未明确涉及AI/ML，因此为2分，不是1分（非辅助工具使用）或3分（无AI研发）。,2,"设备的智能化设计工作,涉及数采与控制闭环|配置最优化的控制方案以及做出最优性价比的仪表&控制系统的选型|形成完善的联锁逻辑,并付诸组态|熟悉DCS的组态部署与PID整定等",岗位核心职责包括智能化设计、数采与控制闭环、控制方案配置、联锁逻辑组态、DCS组态部署等，明确涉及数字控制系统和软件组态，属于核心数字技术。移除这些数字技术后，岗位主要产出（智能化装备设计）无法成立。未出现AI/ML，故为2分。,False,False
174,0,,岗位职责为培训计划制定、课程评估、新员工培训等，未明示要求使用数字工具或技术。移除技术后核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为制定培训计划、组织培训评估与改进、策划培训活动等，未明示任何数字工具、系统或软件要求。任职资格仅要求学历和经验，无数字技术对象。移除数字技术后岗位主要产出仍成立，故为none。,False,False
175,1,测试设备|测试标准|测试方法|系统搭建|性能检测,岗位核心是材料研发与测试，使用测试设备、系统搭建等作为辅助工具，但移除这些技术后研发产出仍成立，因此为1分，不是0分（明确要求使用测试设备）或2分（非软件开发或核心数字技术产出）。,0,,岗位职责为陶瓷/无机非金属材料制备、工艺优化、测试标准建立等，涉及材料测试设备应用和维护，但未明示软件、数据、信息系统、编程等数字技术对象。测试设备为物理/化学测试仪器，非数字技术。移除数字技术后岗位主要产出仍成立，故为none。,True,False
176,0,,岗位为理赔岗，要求本科、驾驶资格，未明示要求使用数字工具或技术。移除技术后核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位为理赔岗，描述仅提及学历、驾驶资格和经验要求，未明示任何数字工具、系统或软件。移除数字技术后岗位主要产出仍成立，故为none。,False,False
177,1,指标分析|数统、计算机、精算,岗位核心是销售支持，涉及指标分析，专业优先提及数统、计算机，但仅为辅助数据分析，移除后销售支持主业仍成立，因此为1分，不是0分（有数据分析要求）或2分（非核心软件开发或系统建设）。,1,队伍业绩及指标分析|数统、计算机、精算、农学、新能源专业优先,岗位职责包括续保追踪、业绩指标分析、线上合作推动等，涉及数据分析但仅为辅助销售支持，非主要产出。任职资格提及数统、计算机等专业优先，但未要求具体数字技术交付。移除数据分析后，销售支持主业仍成立，故为auxiliary。,False,False
178,0,,仅要求协助生产记录与数据整理，未明示任何数字工具或技术，故评为0分；不是1分因为原文未体现数字工具的使用。,0,,岗位为化工操作工，职责为设备操作维护、物料配比、安全检查、生产记录整理，未明示软件、数据系统、编程等数字技术对象。数据整理为一般生产记录，非数字技术核心。移除数字技术后岗位主要产出仍成立，故为none。,False,False
179,0,,岗位为金融销售，提及计算机及互联网人员优先，但仅为优先条件，未明示要求使用数字工具作为职责。移除技术后销售核心产出仍成立，因此为0分，不是1分（无明确辅助数字工具要求）。,0,,岗位为金融销售代表，职责为产品销售推广、开拓市场、维护客户关系，未明示任何数字工具、系统或软件要求。任职资格提及计算机及互联网人员优先，但仅为优先条件，非岗位职责。移除数字技术后销售主业仍成立，故为none。,False,False
180,1,"熟练掌握一门制图软件,如Creo、Solidsworks或其他",岗位核心是机械设计，制图软件是辅助工具，移除后设计工作仍可进行，因此为1分。不是0分因为明确要求使用制图软件；不是2分因为软件使用是辅助而非核心产出。,1,"熟练掌握一门制图软件,如Creo、Solidsworks或其他",岗位主要产出是机械设计（自动化生产线改造、非标设备、机械臂），制图软件仅作为辅助工具，移除后机械设计主业仍成立，故为auxiliary。未达core因无软件开发、数字系统运维等核心数字技术交付。,False,False
181,2,负责金融计算引擎开发与维护|有编程基础,岗位核心是金融计算引擎开发，属于软件开发，因此为2分。不是1分因为开发是核心职责；不是3分因为未明确涉及AI/ML，金融计算引擎属于非AI算法。,2,负责金融计算引擎开发与维护|负责债券交易策略的研发,岗位主要产出是金融计算引擎开发和交易策略研发，属于核心数字技术（软件开发、量化模型）。未达3分因无AI/ML明确职责，仅为传统金融工程计算。,False,False
182,0,,岗位职责为车险查勘、定损和理赔服务，未明示要求任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,0,,岗位职责为车险现场查勘、定损、理赔咨询，未明示任何数字工具、系统或软件要求，仅提及专业背景，故为none。,False,False
183,0,,岗位是销售主管，职责为销售和品牌推广，未明示要求使用数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,1,教育信息化软硬件产品的销售经验,岗位主要产出是销售教育信息化产品，数字技术仅作为销售对象的知识要求，移除后销售主业仍成立，故为auxiliary。未达core因无技术方案设计、配置等核心交付。,True,False
184,1,熟悉物流的智能化、自动化等技术应用方向,岗位核心是销售，要求了解智能化、自动化技术应用方向属于辅助知识，移除后销售职责仍成立，因此为1分。不是0分因为明确要求熟悉技术应用方向；不是2分因为技术应用是辅助而非核心产出。,1,负责本公司智能仓储物流系统销售工作|熟悉物流的智能化、自动化等技术应用方向,岗位主要产出是销售智能仓储物流系统，数字技术知识用于销售和方案陈述，但未明确承担技术方案设计、配置等核心交付，故为auxiliary。未达core因无系统开发、运维等职责。,False,False
185,0,,岗位是模切生产主管，职责为生产运营管理，未明示要求使用数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,1,为公司决策提供数据支持,岗位主要产出为生产管理，提供数据支持属辅助性数据工作，移除后主业仍成立。,True,False
186,2,负责数据仓库、ETL开发|实时处理系统的设计和开发|大数据基础架构平台的建设|数据架构设计|数据中台建设,岗位核心是大数据工程，包括数据仓库、ETL、实时处理等，属于核心数字技术，因此为2分。不是1分因为开发是核心职责；不是3分因为未明确涉及AI/ML，仅为大数据平台建设。,2,负责数据仓库、ETL开发|负责实时处理系统的设计和开发工作|承担大数据基础架构平台的建设,岗位主要产出是大数据平台建设、数据仓库和实时系统开发，属于核心数字技术。未达3分因无AI/ML明确职责，仅为大数据工程。,False,False
