canonical_id,score,evidence,reason,confidence,model,prompt_version,schema_version,prompt_fingerprint,stage,thinking,content_hash,label_status,input_tokens,output_tokens,primary_score,audit_score
128,0,,岗位描述为市场营销，仅要求市场营销专业知识和沟通能力，未提及任何数字工具、信息系统、编程或数据相关技能。因此为0分。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,a8bf883d5a00e57d3857e8ae964a349e7fea31985a12b38e6ef9f03f1b6a44a4,llm_primary,3686,804,0,
130,1,熟练掌握办公软件|简单软硬件维护或协调,岗位核心是综合服务，包括印章管理、会务、销售激励等，要求熟练掌握办公软件和简单软硬件维护，属于辅助数字工具（1分）。不是0分，因为明确要求办公软件和维护技能；不是2分，因为软硬件维护是辅助性工作，非核心产出。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,fa181540ae8c3cfaf97c20ade9a4a4fc9da4e96bf3e8580771408918c8f34aa1,llm_primary,3686,804,1,
131,1,"使用网站搜索,海关数据等方式",岗位核心是外贸业务开发与订单跟进，使用网站搜索和海关数据是辅助工具，移除后外贸业务仍成立，因此为1分。不是0分因为明确提到使用数字工具，不是2分因为工具使用是辅助而非核心产出。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,8f83c409abf58fdf4df5e68a326bec149aaccf88eb5357e36e899a9b54c04042,llm_primary,3333,771,1,
132,0,,岗位职责为厅堂信用卡业务受理、客户引流和营销转介，未明示要求使用任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,b92db2b84252062ce34b1435f6a07b27a5659b1b5bfc11e5e43fefb85045d335,llm_primary,3333,771,0,
133,1,熟练掌握Minitable/JMP等数据分析工具,质量专家核心是质量改进专案管理，数据分析工具是辅助完成质量分析的手段，若移除这些工具，岗位核心产出（建立改善体系、推广方法论等）仍成立，故为1分；不是2分因未涉及软件开发或核心算法模型，不是0分因明确要求数字工具。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,01eab8ed718f42ce9f4ab0fc48bf2bfd85f2ae4891801b7450bdfb098878bf8b,llm_adjudicated,3333,771,2,1.0
134,0,,岗位职责为区域销售和市场拓展，未明示要求使用任何数字工具或技术，因此为0分。不是1分因为无数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,112826a5a338b265b5aa4a74f3d2c1f5933292e458c4519433b4ffbfdd46a3c7,llm_primary,3333,771,0,
135,1,熟练运用如GRR\SPC\3A\排列图\鱼骨图\Minitab等工具对数据进行收集和分析,供应商质量工程师核心是供应商质量管理与改善，使用统计工具进行数据分析是辅助问题分析和决策的，若移除这些工具，岗位核心产出仍成立，故为1分；不是2分因未涉及软件开发或高级算法建模，不是0分因明确要求数字工具。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,8f4684df1afc97df65606dcbde99725fafcf9d42f2f5fd5b9c473b8830833e6b,llm_adjudicated,3333,771,2,1.0
136,0,,岗位职责为保单整理和客户服务，未明示要求使用任何数字工具或技术，因此为0分。不是1分因为无数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,084396abc3e4a34964bdc3b79f2cdba35e0d14fcd9ce2616eee6cdc9291d7a06,llm_primary,3333,771,0,
137,2,负责 ISP 相关算法的研究和落地|掌握Matlab 、C/C++、python等语言编程|数字信号处理基础,岗位核心是ISP算法研发，属于图像处理算法，但未明确涉及AI/ML，因此为2分。不是1分因为算法研发是核心产出，不是3分因为ISP算法通常属于传统图像处理而非AI/ML。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,da5bc7f2ca253f266b4ab618af9b788d9ddd6a5bcf6c5454a44402d5377efea9,llm_primary,3333,771,2,
138,0,,岗位职责为推广活动的培训、执行和效果分析，未明示要求使用任何数字工具或技术，因此为0分。不是1分因为无数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,2cac6dc91f6b79547e5f06f9094b79892079fc8dba15874e5a498b6d1695740a,llm_primary,3333,771,0,
139,3,算法研究员|机器视觉|模式识别|图像处理|视觉相关算法,岗位标题为算法研究员，职责明确涉及机器视觉、模式识别和图像处理算法的设计开发，属于AI/计算机视觉核心研发，因此为3分。不是2分，因为明确涉及AI视觉算法而非一般软件开发或传统图像处理工具使用。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,b1b26a8681935a9a6f01deb752c0b4519db541220c1c412d1d6d25f007567a2f,llm_primary,2911,793,3,3.0
140,0,,岗位为法律审计，描述中仅涉及法律、审计、会计等专业要求，未提及任何数字工具、信息系统或技术职责，因此为0分。不是1分，因为没有要求使用办公软件或业务系统。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,f59f6bc7fd674307eff0622c8b88a4e142a9afa618d3dc4439af8ea1f962a5c0,llm_primary,2911,793,0,0.0
141,2,信息化建设方案|信息系统管理制度|网络系统的安全性|信息化项目|信息管理与信息系统,岗位核心职责是信息化建设、系统管理和网络安全，属于信息系统核心工作，因此为2分。不是1分，因为不是辅助使用系统而是负责搭建和管理；不是3分，因为没有涉及AI/ML研发。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,61f49acf229f851aad3bfa7fbce57d45596c92a59cc4fe70f34d33d1263366b8,llm_primary,2911,793,2,2.0
142,0,,岗位为体系管理经理，职责是质量管理体系建立与维护、内部审核等，未提及任何数字工具或技术系统，因此为0分。不是1分，因为没有要求使用办公软件或信息系统。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,5ee4e9ffa8d9a6cf6be5ec614d3b87cb14272e0f9c3ff01a7d2040fdf38ca543,llm_primary,2911,793,0,
143,0,,岗位为储备干部，仅要求机械类专业，未提及任何数字技术或工具，因此为0分。不是1分，因为没有要求使用任何软件或系统。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,aad958687c45998398dad3fc67bd6866e0a9ece0a17be3aa3e546ee9a882f9a9,llm_primary,2911,793,0,
144,0,,岗位为远程一体化服务作业岗，职责是线上查勘、理赔咨询和方案协商，未提及使用数字工具或技术系统，因此为0分。不是1分，因为理赔工作本身未明示要求数字工具。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,b15965c4c05c00a5b089911285a3b0cf3ba5ea630aee27ac8d6627082558a562,llm_primary,2911,793,0,
145,1,熟练使用各种常规分析仪器,岗位为分析研究员，要求熟练使用常规分析仪器，属于专业工具辅助药物分析工作，核心产出仍是药物分析而非技术开发，因此为1分。不是0分，因为明确要求使用分析仪器；不是2分，因为仪器使用是辅助而非核心数字技术开发。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,845570270ec4cd18820a3feaa41ae28edb8349f6d9c9411e5636767c8bb99d05,llm_primary,2911,793,1,
146,1,熟练使用常规的办公软件,岗位为商务专员，要求熟练使用办公软件，属于辅助工具完成商务工作，核心产出仍是商务采购与供应商管理，因此为1分。不是0分，因为明确要求办公软件；不是2分，因为办公软件使用是辅助而非核心数字技术。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,020725718a16d2980670b3208ef1c9754825fc5537982853ed9fd2deb5861906,llm_primary,2911,793,1,
147,0,,岗位职责为政府关系维护、农业保险承保理赔、农网建设等，未提及任何数字工具、信息系统、编程或数据分析要求。因此为0分，不是1分（无辅助数字工具使用）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,773bbc2b791e53e72354a9cb32412bba85fae5c8f876bcd34d18dfd9beca21a3,llm_primary,2818,666,0,
149,0,,岗位为市场/营销专员，职责包括市场调研、广告制作、活动策划等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,20ba55266b1673ede3c899da7696baad8ab03d9e3e6d9950e4e38500f3f44139,llm_primary,2818,666,0,
150,0,,岗位为研发助理工程师，要求高分子材料专业，但描述中未提及任何数字工具、软件、数据分析或AI技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,514ecdf7f6697c8f0041114809924f74fda8857e39862d6947c7d8cb0ebc7983,llm_primary,2818,666,0,
151,0,,岗位为销售工程师，职责包括客户对接、报价、商务谈判等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,dfe9ebed11e6f2fd7febbaad7bb2adb546a9a05139e22bab581571a8750bf2aa,llm_primary,2818,666,0,
152,0,,岗位为招聘主管，职责包括招聘计划、流程建立、渠道发布等，未提及任何数字工具或技术使用。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,e6032a178b83367a89101ac868ac11800cd72ccb596129dc12120b2c1f49482f,llm_primary,2818,666,0,
153,0,,岗位为远程一体化服务作业岗，负责车险查勘、理赔咨询等，未明示要求使用数字工具或技术。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,2571317d4bab2ff2064ddc54a868e9f571ddf6eaa0206531394762b0c56bd2e9,llm_primary,2818,666,0,
154,0,,岗位为资深销售经理，职责包括客户开发、订单跟踪、对账回款等，未提及任何数字工具或技术使用。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,dca74db8e0e59867c97a94d6cfa11f550106f98facf91369b59778bfc12a9102,llm_primary,2818,666,0,0.0
155,0,,岗位为资深销售经理，职责包括客户开发、订单跟踪、对账回款等，未提及任何数字工具或技术使用。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,dca74db8e0e59867c97a94d6cfa11f550106f98facf91369b59778bfc12a9102,llm_primary,2818,666,0,0.0
156,1,具有云计算、互联网相关学历背景|构建公司品牌推广计划|制定市场规划、市场营销策略、产品拓展等分析模型,岗位核心是市场战略、品牌推广等营销职责，云计算/互联网仅作为学历背景提及，分析模型指市场策略模型而非技术开发，属于辅助数字工具，因此为1分；不是0分因为明确要求数字相关背景，不是2分因为不涉及软件开发或核心数字技术产出。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,3aaad2675e4d599bbebfc00f8d67bcf3727c35bb8321350625939c6d3e242b06,llm_primary,2482,838,1,
157,0,,岗位核心是药物化学合成实验、分离提纯和结构鉴定，使用NMR、HPLC、MS等分析仪器，但未要求任何数字工具、编程或信息系统，因此为0分；不是1分因为没有提及Office、ERP等数字工具使用。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,5aca820461e47ae3dd97b102e475ebd4743dc6107b2220c45400778ee7b94a1a,llm_primary,2482,838,0,
158,0,,岗位是配送司机，职责为货物运输和车辆维护，未提及任何数字工具或信息系统，因此为0分；不是1分因为没有要求使用数字工具。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,1e2db2ea978a9ece4beca82d6cd46a66da0bb9287a345c667e032d5eb189fec4,llm_primary,2482,838,0,
159,1,负责生产过程中的自动化系统的管理操作,岗位核心是化工生产操作，自动化系统管理是辅助生产过程的工具，不是开发或改造系统，因此为1分；不是0分因为明确要求操作自动化系统，不是2分因为不涉及系统开发或核心数字技术。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,121e09a6b3cab08f479c539dfea23237fb03193be1aff8d6601e3ac533858e90,llm_primary,2482,838,1,1.0
160,1,熟练掌握CAD等绘图软件,岗位核心是循环水项目设计，CAD是完成设计任务的辅助工具，不是软件开发，因此为1分；不是0分因为明确要求使用CAD软件，不是2分因为设计本身不是数字技术产出。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,7eb0d07f2dd10a2ec6924c6f442ba0100aa100fddac6b7c12912eddace62c6ca,llm_primary,2482,838,1,
161,1,熟练使用OFFICE软件,岗位核心是采购工作，OFFICE软件用于日常办公辅助，不是核心产出，因此为1分；不是0分因为明确要求使用OFFICE，不是2分因为不涉及软件开发或核心数字技术。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,f706f0fd89203fbf195de48dedd3aabf725bd6987e915d99ffb565ef9a92db46,llm_primary,2482,838,1,1.0
162,1,根据财务需求制作财务报表|完成办公室部分数据整理,岗位核心是财务审核、费用管理和报表制作，数据整理和财务报表属于普通数据处理，辅助财务主业，因此为1分；不是0分因为涉及数据整理和报表，不是2分因为不涉及软件开发或高级数据分析。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,3550353afa506ca96ef5901d2bd07cd4421d5a6777abf6525b9bd5a88d408d2f,llm_primary,2482,838,1,
163,0,,岗位职责与任职要求中未明示任何数字工具、信息系统、编程或数据分析技术，仅提及专业背景，故评为0分；不是1分因为无使用数字工具的证据。,low,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,30a9544c418a88ba6f231d977877ad33c1a7e3001a9f46a486e0a546b8dcaef8,llm_adjudicated,2482,838,1,0.0
164,0,,岗位职责为环境保洁管理、供应商沟通、品质监督、培训等，未明示要求使用数字工具、信息系统、编程或数据分析。因此为0分，而非1分（无任何数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,2c37b45fbba8d6c5b712b28d4debd54845447950af02802e49aa7bd002d14a91,llm_primary,3299,743,0,
165,0,,岗位职责为供应商开发、供应链管理、采购业务沟通，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,4189b68566cbdc0683bf018c215efccd9a9ec449be2b19b772a2a55f65f814e4,llm_primary,3299,743,0,0.0
166,1,数理统计或相近专业优先,任职资格中提及数理统计专业优先，暗示可能使用统计工具进行数据分析，但岗位核心是政保业务方案制作、行销支持、项目管理，数据分析仅为辅助。因此为1分，而非0分（有数字工具暗示）或2分（非核心产出）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,8a3f329ae228412f1028de03bf9d3b89fb8effe1a208e98c688e1f82404217d6,llm_primary,3299,743,1,
167,2,"进行系统设计,参与项目的编程、调试和模块测试工作|负责公司的软件开发|懂SQL数据库,具备一定的开发能力",岗位核心职责包括ERP系统设计、编程、调试、维护和数据库开发，属于软件系统开发，是核心数字技术。未涉及AI/ML，因此为2分，而非1分（非辅助使用）或3分（无AI研发）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,fda1d5a991a0e8d369079021fda0b88b324d4ce9c490a98757a1ada0fd115460,llm_primary,3299,743,2,2.0
168,0,,岗位职责为项目跟进、跨部门沟通、进度监督，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,cf23ec5186d5e8da939bb67450a73b60fae8b14df49348ff6f687b89a6e5bf9c,llm_primary,3299,743,0,
169,1,熟练使用EXCEL、PPT等办公软件,岗位职责为经营分析、数据追踪、考核测算，要求熟练使用Excel和PPT，属于辅助数字工具用于数据分析，但核心产出是业务分析和建议，非技术开发。因此为1分，而非0分（有明确工具要求）或2分（非核心软件开发）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,3a670e9f4b69870273f8a63d9ddacbc59818e0c737190056481d23e7b2408516,llm_primary,3299,743,1,
170,0,,岗位职责为变电站运维外包监督、现场管理、数据报告，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,1409f7e157c6483c3acacb691b7a0400f3ebffa4e0e934875d797c45e558a95f,llm_primary,3299,743,0,0.0
171,0,,岗位职责为保险销售，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,b914e38be7ea4cb1e9ef6f90ccbb9d0bd394442809f1b20db5d33150288a194c,llm_primary,3299,743,0,
172,0,,岗位职责为市场研究、风险研究、项目服务，未明示要求使用数字工具、编程、数据分析或AI技术。移除技术后核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,36fe1434cce7e0a3bc3cb997b14e6d45b01ce5072aa7ef3c83f3db324fa062c2,llm_primary,3177,825,0,
173,2,"智能化设计工作,涉及数采与控制闭环|配置最优化的控制方案|DCS的组态部署与PID整定",岗位核心职责是化工装备的智能化设计、控制系统方案配置与组态，涉及自动化、数采与控制闭环，属于核心数字技术（自动化控制），但未明确涉及AI/ML，因此为2分，不是1分（非辅助工具使用）或3分（无AI研发）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,ed3cda5b3e1de279639da2e089e2ae23b11ae6f9ca2b9f9f00741a385955f1d0,llm_primary,3177,825,2,
174,0,,岗位职责为培训计划制定、课程评估、新员工培训等，未明示要求使用数字工具或技术。移除技术后核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,1ae40e7ec22beb98b804d5d880cf567cb19ad6be14b8e054f44c0790d7ed83ea,llm_primary,3177,825,0,
175,1,测试设备|测试标准|测试方法|系统搭建|性能检测,岗位核心是材料研发与测试，使用测试设备、系统搭建等作为辅助工具，但移除这些技术后研发产出仍成立，因此为1分，不是0分（明确要求使用测试设备）或2分（非软件开发或核心数字技术产出）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,8977648b46f0a61fdfe29d27645c005154259983ca70c4890a2ad173f6e9d2f6,llm_primary,3177,825,1,
176,0,,岗位为理赔岗，要求本科、驾驶资格，未明示要求使用数字工具或技术。移除技术后核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,71b94792bf7b5fa870820261222847288deefd7ff6a036b698e428da0c786dc4,llm_primary,3177,825,0,
177,1,指标分析|数统、计算机、精算,岗位核心是销售支持，涉及指标分析，专业优先提及数统、计算机，但仅为辅助数据分析，移除后销售支持主业仍成立，因此为1分，不是0分（有数据分析要求）或2分（非核心软件开发或系统建设）。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,6e74419ce99aae4391414a2dd8011c6906b4427c7a3c71898491067354e9d701,llm_primary,3177,825,1,
178,0,,仅要求协助生产记录与数据整理，未明示任何数字工具或技术，故评为0分；不是1分因为原文未体现数字工具的使用。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,7b989bde9e97b353bcf14c706363cb80946bfc868ccb9c2910aa1c7593609238,llm_adjudicated,3177,825,1,0.0
179,0,,岗位为金融销售，提及计算机及互联网人员优先，但仅为优先条件，未明示要求使用数字工具作为职责。移除技术后销售核心产出仍成立，因此为0分，不是1分（无明确辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,971b33d4eabf63fb69421e9852e17d5cf199d6cb9d40d85b786fa3ba2c046bef,llm_primary,3177,825,0,
180,1,"熟练掌握一门制图软件,如Creo、Solidsworks或其他",岗位核心是机械设计，制图软件是辅助工具，移除后设计工作仍可进行，因此为1分。不是0分因为明确要求使用制图软件；不是2分因为软件使用是辅助而非核心产出。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,3f22660a8be92eba4a138a825c2f34cecbd61e22df796548be8058880dfcc88b,llm_primary,3042,802,1,1.0
181,2,负责金融计算引擎开发与维护|有编程基础,岗位核心是金融计算引擎开发，属于软件开发，因此为2分。不是1分因为开发是核心职责；不是3分因为未明确涉及AI/ML，金融计算引擎属于非AI算法。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,eaa3b13bbb27db6ff8fa4286ed32ced3fbafa96a0fd3368aa49797ac28c82ff8,llm_primary,3042,802,2,2.0
182,0,,岗位职责为车险查勘、定损和理赔服务，未明示要求任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,e2502d618e3c7290323076b7b839f3ac8fb3e7cdfcc762d6988722bf8a866166,llm_primary,3042,802,0,
183,0,,岗位是销售主管，职责为销售和品牌推广，未明示要求使用数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,a685057919112c19d25525aba16e1ac6ad6aca5fb0a63f7b9df24804521f8695,llm_primary,3042,802,0,
184,1,熟悉物流的智能化、自动化等技术应用方向,岗位核心是销售，要求了解智能化、自动化技术应用方向属于辅助知识，移除后销售职责仍成立，因此为1分。不是0分因为明确要求熟悉技术应用方向；不是2分因为技术应用是辅助而非核心产出。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,2f9d7a53bbd44188df426ded2b1c74aa188ebaac088811290a26ee2456e54f4a,llm_primary,3042,802,1,1.0
185,0,,岗位是模切生产主管，职责为生产运营管理，未明示要求使用数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,73bfe82d82cfee455bd5ecc7303e4b64135dba6a16670ea0fa7a2ec5fd303964,llm_primary,3042,802,0,
186,2,负责数据仓库、ETL开发|实时处理系统的设计和开发|大数据基础架构平台的建设|数据架构设计|数据中台建设,岗位核心是大数据工程，包括数据仓库、ETL、实时处理等，属于核心数字技术，因此为2分。不是1分因为开发是核心职责；不是3分因为未明确涉及AI/ML，仅为大数据平台建设。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,4433c701db9b30d736352b0be87719badfeb71ba7377cdf0f99d54cdd2acb45c,llm_primary,3042,802,2,2.0
187,1,了解数字医疗服务市场趋势|熟悉医疗器械、病理诊断、医疗信息化行业,岗位核心是医学策略和临床研究，要求了解数字医疗和信息化行业属于辅助知识，移除后医学经理职责仍成立，因此为1分。不是0分因为明确要求了解数字医疗趋势；不是2分因为技术应用是辅助而非核心产出。,medium,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,adbbd7f3b01c1f36ff392fadef8689dab4976c781b4e2cc9f4c0bf6e15e69cf9,llm_primary,3042,802,1,
188,0,,岗位职责为烹饪、糕点制作、食堂管理，未明示要求任何数字工具、信息系统、编程或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,47296d371e118858b073164b5f5493d8e574d54e33bd3448bbcc62fe16c4a9d9,llm_primary,2701,731,0,
189,1,分析财务数据|一定的数据分析能力,岗位要求使用数据分析能力辅助财务工作，但核心产出仍是账务处理、报表编制等财务职责，属于辅助数字工具。不是0分（明确要求数据分析），也不是2分（数据分析非核心产出，未涉及软件开发或高级建模）。,high,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,df7f6aa0fcbe9d5605e154736db932945600efb1508fee8bf467147b050a9cd0,llm_primary,2701,731,1,
