review_id,岗位,岗位描述,岗位标签,human_score,technology_role,strict_ai,human_confidence,human_evidence,human_note,canonical_id,split,model_technology_role,model_strict_ai,model_score,boundary_pair,model_evidence,model_reason,model_confidence,request_id,model,prompt_version,schema_version,prompt_fingerprint,stage,thinking,content_hash,label_status,input_tokens,output_tokens,score_delta_model_minus_human,error_type
DEV-FFF5923DA3,全案首席设计师(硬装/软装),"公司简介:万物云空间科技服务股份有限公司(简称万物云),于2020年10月27日由万科物业发展股份有限公司更名而来。万物云空间科技服务股份有限公司是万科企业股份有限公司(世界500强企业)的控股子公司, 旗下有Space、Tech和Grow三大模块。Space模块包含归属社区空间服务的“万科物业”、“朴邻发展”,归属商企空间服务的“万物梁行”,归属城市空间服务、全国首个以城市服务为定位的全新品牌“万物云城”;Tech模块则包括“万睿科技”、“第五空间”,分别提供软硬件服务能力、数字运营和行业人工智能服务;Grow模块的“万物成长”是公司的孵化器,持续连接成熟企业、孵化创新企业。截至2020年6月底,万物云已布局中国101个具发展潜力的大中城市(含香港),其中住宅服务合同项目2769个,商企服务合同项目1059个,合同面积突破6.8亿平方米。2022年4月1日,万科子公司万物云向港交所提交上市申请,在主板市场上市。岗位职责:1.负责交订客户的方案设计、图纸报价及签约转化工作,保证转化率2.拟定室内设计任务书3.进行专项设计选型、技术把控,执行限额设计等4.落实室内设计过程中的设计监控与成果审核,控制设计质量5.协调把控室内设计的落地性、实现设计品质6.配合室内的现场施工配合及项目竣工验收的各项工作。任职要求:1、室内设计、装饰装潢相关专业,具有装修行业相关工作经验,良好的沟通能力。2、熟悉专业技术规范要求、工艺工法及施工现场的节点配合。熟练使用CAD、天正等软件。3、具备语言表达能力及沟通能力。工作积极主动、有较强的团队意识,执行力强。4、有甲方乙方双方面经验优先。技能要求:家装设计,CAD,硬装设计底薪:4k+综合提成:合同款2.5%-5.5%+年终分红月均:10-15K餐补:200-300元优势:平台大,优先借助自属物业渠道,真实有效,相较于整个市场转化率、月均成单量高职位福利:五险一金、包吃、定期团建、交通补助、年终分红、多次晋升机会、朝九晚六职位亮点:固薪+高提成,餐补,交通补,六险一金",,1,auxiliary,False,high,熟练使用CAD、天正等软件,岗位主业是硬装/软装室内设计、图纸报价、设计把控、施工配合与签约转化，CAD、天正只是辅助室内设计工作的专业软件工具，因此为 1 / auxiliary，不是负责软件开发、系统建设或数字设计平台交付的 core。公司简介中出现“数字运营”“人工智能服务”只是公司背景，不能用于判 3；原文也没有 AI/机器学习模型职责。,30,development,auxiliary,False,1,1_vs_2,熟练使用CAD、天正等软件,岗位主要产出是室内设计方案、图纸报价和施工配合，数字技术对象仅为 CAD 等设计软件作为工具使用。移除 CAD 后，岗位仍可通过手绘或其他方式完成设计主业，因此 technology_role 为 auxiliary。未出现 AI/ML，strict_ai 为 false，对应 score 1。边界在于是否为核心数字技术，但 CAD 使用仅为辅助工具，故为 1_vs_2。,medium,4ae247f93742790c10929a6f8d62a3907f197e7cc2137e2f4e5c7642bba6b480,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,02436c345cb84a05057cad5138e2e9464d251bdaf8bf0fd5e9f78488c59c7bdd,llm_v2_1_development,5466,1453,0,match
DEV-62228EBD0B,技术课长,"1、部门人员管理; 提供绩效反馈;进行工作的示范与指导;设定清晰目标;改进团队的技能;培养提拔下属;2、负责半导体集成电路技术现场的管理工作;3、公司内部持续合理化改善;4、上级领导交代的临时任务。 任职资格1、本科及以上、化学专业/金属等相关专业;2、半导体集成电路制造企业技术管理4年以上工作经验,绩效管理、机械设计知识、电气原理等;3、符合企业价值观,正直诚信、相互信任、团队合作、引领变革,有类似行为并且起榜样的作用",,0,none,False,medium,,岗位主要是部门人员管理、半导体集成电路技术现场管理和内部改善，任职资格也侧重化学/金属背景、绩效管理、机械设计知识、电气原理等，没有明确写出芯片设计、版图设计、数字硬件开发/测试、设备自动化控制、软件系统或算法职责。“半导体集成电路制造企业”更像行业/场景背景，不能直接等同于岗位承担核心数字技术交付，因此谨慎判为 0 / none。,428,development,none,False,0,0_vs_1,,数字技术对象证据：原文为技术课长，管理半导体集成电路制造现场，但未明示任何具体的数字技术职责或工具要求。提及机械设计知识、电气原理，但未要求使用数字工具或系统。因此technology_role为none，对应0分。与1分的边界在于：未明示数字工具使用，不能凭行业或岗位名称推测。,high,b7d76b634ebc8ac3d5ed6faa12b501542d4f77c25c23ff17bdaf4f4db73e170a,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,f6565b2654a68c53bb3a45f5245c6a0bf843666b5d4baf670dbbab56f0c692e3,llm_v2_1_development,4858,1387,0,match
DEV-11545D69A3,系统运维专员,"岗位职责:负责系统日常运维问题处理1.协助主管处理日常终端店铺的DRP相关问题咨询;2.协助主管处理日常电商零售的OMS相关问题咨询;3.协助主管处理日常桌面运维和服务器网络运维;4.协助主管处理终端店铺的监控故障报修;5.根据产品新配置新功能,能够进行用户培训及宣导;6.定期总结日常运维中的咨询问题和处理方式;7.完成领导安排的其他工作事项。岗位要求:1.计算机专科及以上学历;2.有志于从事企业数字化相关工作,希望积累实践经验;3.具有良好的学习态度和踏实的做事精神,较强的执行能力;4.具有良好的团队协作能力,较强问题分析能力以及较好的沟通表达能力;",计算机; 服务器; DRP; OMS; 系统运维,2,core,False,high,3.协助主管处理日常桌面运维和服务器网络运维,岗位明确负责系统日常运维问题处理，包括 DRP、OMS 系统咨询、桌面运维、服务器网络运维、监控故障报修和用户培训，数字系统运维与技术支持本身就是主要工作内容，不是普通业务岗位使用系统，因此判 2 / core。没有 AI/机器学习模型训练、推理、评估或部署职责，所以 strict_ai 为 false。,220,development,core,False,2,1_vs_2,负责系统日常运维问题处理|协助主管处理日常桌面运维和服务器网络运维,数字技术对象证据：明确涉及 DRP、OMS 系统运维、桌面运维和服务器网络运维。反事实测试：移除这些系统运维职责，岗位主要产出无法成立，因此 technology_role 为 core。未达到 3 分是因为没有 AI/ML；未达到 1 分是因为运维是核心职责，而非辅助其他业务。,high,35e3af4efd400a885adc22ec9dd4077a8b9a996b41d65bc9ebadeedefe7460e9,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,72d619042fb82fb8c39590dd27270e12e7349788833a2b991369526ee1b1a342,llm_v2_1_development,4805,1483,0,match
DEV-2B2B0308E0,经理助理,"【基本条件】1、年龄:25-45周岁2、学历:大专(含)以上学历,3、品貌端正,身体健康4、无不良嗜好,无违法犯罪记录5、有一定的应变能力6、AI面试合格【专业培训】岗前带薪培训,上岗后团队协作,老带新入行【收入待遇】参考并高于本市一般白领工资待遇【上班时间】工作日8:30-5:30,周末双休不加班。【职业规划】公司提供的晋升通道不用走关系,无须背景,不论年资,公平公正公开晋升。【福利保障】根据不同职级提供涵盖意外伤害、意外医疗、住院医疗、养老公积金、身故等多项大额保险保障欢迎投递简历详细咨询。",销售; 业务; 销售代表; 跟单; 业务主管; 促销; 文员; 助理; 行政; 人事,0,none,False,high,,原文只写了年龄、学历、身体情况、培训、待遇、晋升和福利等基本招聘条件，没有明示岗位需要使用软件、系统、数据、编程、算法、自动化或数字硬件等数字技术；“AI面试合格”只是招聘筛选流程中的面试方式，不是岗位职责，更不是 AI 模型研发、训练、推理、评估或部署，因此判 0 / none / false。,307,development,none,False,0,0_vs_1,,岗位描述中仅出现“AI面试合格”，这是对应聘者参加AI面试的要求，并非岗位本身承担AI技术工作。全文未明示任何数字工具、软件、数据、系统或数字硬件要求，因此technology_role为none。相邻等级0_vs_1边界：无任何数字技术对象证据，不能给1分。,high,8471474178eebb8201d636bc3e614e091c01909dbcb0fe3228778e4fae88d56f,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,7c14797182ed8887b9407bb899bf44caeadf11b5c0d1fb3db3b008b5edc53130,llm_v2_1_development,3335,149,0,match
DEV-E569804685,24届星源管培生(能源三电),"工作职责:1、负责新能源/辅助驾驶领域的新技术研究,分析风险定价;2、负责新能源车险行业研究,分析行业发展及市场未来趋势,研究发展策略;3、负责新能源车企等合作伙伴对接,推动业务发展;4、负责新能源相关非车险业务定价及核保支持,参与搭建新能源相关风控体系与线上化建设工作。任职资格:1、2024届优秀本科毕业生,能源材料、能源工程、机电工程、能源动力、电气工程、电子信息、电子科学、材料科学与工程、机械类、光伏材料及应用等相关专业优先;2、良好的沟通能力、协作能力、学习能力和专业水平;3、取得自身专业相关的资格证书优先;4、有知名企业实习经验者优先;5、根据笔试及专业面试情况,双选分配至相关岗位。",,1,auxiliary,False,low,线上化建设,岗位主业是新能源车险行业研究、发展策略、合作伙伴对接、定价及核保支持，整体偏保险业务研究与业务推动；“线上化建设”明示了一定数字化工作，所以不完全是 none，但原文没有明确数据模型、金融定价算法、系统开发或数据平台建设等核心数字技术交付，不能直接判 core。没有 AI/机器学习模型职责，所以 strict_ai 为 false。,536,development,auxiliary,False,1,0_vs_1,参与搭建新能源相关风控体系与线上化建设工作,数字技术对象证据：原文仅提及“参与搭建新能源相关风控体系与线上化建设工作”，属于抽象表述，未明示系统开发、数据平台、算法等具体数字技术交付。technology_role 判断：移除该表述后，岗位主要产出（新能源研究、定价、行业分析、合作伙伴对接）仍成立，故为 auxiliary。相邻等级：未达到 core（2 分），因无明确软件开发、数据分析、系统运维等核心数字技术职责；亦非 none（0 分），因“线上化建设”暗示使用数字工具辅助主业。无 AI 相关词。,medium,0a1cdb268904ff65e0f0ba612905afefd6e08edf6d3cb74265a85c3c1ddb2809,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,9037cc5ad469fafe13ca0a5ce141b3af36bac47109bd3b25a2e120d46c66a45c,llm_v2_1_development,3327,220,0,match
DEV-8B1654EDFB,市场风险量化评估岗(权益类证券及衍生品),"岗位职责:对权益类证券及其衍生品投资组合进行量化评估,包括设计量化/估值模型、盯市评估、系统实现、回测检验、压力测试、策略评估、编制量化报告等工作。任职要求:1、金融工程、数学、统计学、金融学、计量经济学硕士且在有关领域3年以上工作经历;2、熟练掌握权益类证券及衍生品的在险值计算模型、模型局限、回测方法,能够独立进行投资组合的在险值计算及定期回测;熟悉期权、期货、结构性产品的定价、风险度量模型、希腊字母的应用方法;了解期权产品的品种,交易策略,能够用对期权产品进行独立定价,并且计算希腊字母;3、能够使用MATLAB或其他数学和统计软件;4、有FRM、CFA资格或相关工作经验者优先。",,2,core,False,high,包括设计量化/估值模型、盯市评估、系统实现、回测检验、压力测试、策略评估、编制量化报告等工作,果只是“熟悉期权、期货、结构性产品”或“从事金融产品研究/销售”，那不能直接算数字技术；但这条岗位的主要交付是量化评估、估值模型、VaR 计算、回测、压力测试和系统实现，模型与计算能力本身就是岗位产出，因此是 core / 2 分。没有机器学习、深度学习或 AI 模型训练部署，所以不是 3 分。,8,development,core,False,2,2_vs_3,设计量化/估值模型|系统实现|回测检验|能够使用MATLAB或其他数学和统计软件,岗位核心职责是设计量化模型、系统实现和回测，并使用 MATLAB 等软件，数字技术对象为量化模型和软件。移除这些后，岗位主要产出（风险评估模型与系统）无法成立，因此 technology_role 为 core。原文未明确要求 AI/ML 研发，仅涉及传统金融量化模型，strict_ai 为 false，对应 score 2。边界在于是否涉及 AI/ML，但无 AI 证据，故为 2_vs_3。,high,4ae247f93742790c10929a6f8d62a3907f197e7cc2137e2f4e5c7642bba6b480,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,38d472f978d5d2234749c837720b1ecb7ec830203123ee2d24beee1dac9eb0c9,llm_v2_1_development,5466,1453,0,match
DEV-FA38437384,采购员,"职位要求:1、大专及以上学历,机械制造、机械自动化等相关专业毕业者优先;2、具备良好的市场分析能力、供应商开发能力和价格成本分析能力;3、具有一定的供应链管理能力。岗位职责:1、负责供应商的开发、管理及定期考核;2、负责供应链的相关工作,完成采购前后的业务沟通;",供应链; 机械制造; 供应链管理; 机械自动化; 价格成本分析,0,none,False,high,,岗位主业是供应商开发、供应商管理、采购沟通、供应链管理和价格成本分析，属于采购/供应链业务岗位；“机械制造、机械自动化”只是专业背景偏好，“市场分析能力、价格成本分析能力”也是一般业务分析能力，未明示软件、系统、数据工具、算法、自动化设备或 AI 职责，因此判 0 / none / false。,165,development,none,False,0,none,,岗位为采购员，职责涉及供应商开发、供应链管理，未明示任何数字工具、软件或编程要求。标签中的供应链管理是业务概念，非数字技术对象，因此为none，得0分。,high,f1bdb4619c75072bb41e2a36c07659cb1b33d208347e08dbae9c39edf8a9710d,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,9bda4331962cb678ec4580923f96fb06995bde7d2603bee021c376b912c4b7be,llm_v2_1_development,4577,1150,0,match
DEV-7CECC1D663,软件工程师,"描述:1、 负责部门现有导航软件的维护及升级;2、 参与卫星导航及惯性导航类应用软件的开发;3、 参与部门软件项目的开发;4、 完成开发软件中的各类文档的撰写;要求:1、 计算机及相关专业专科以上学历,一年以上工作经验;2、 熟悉VC开发环境,能够使用MFC进行开发工作;3、 熟悉Windows API接口函数和Windows消息机制,能够使用外部类进行开发;4、 工作认真敬业,能够适应团队开发工作;5、 熟悉卫星导航或惯性导航相关知识的优先;6、 参与过大型项目开发的优先; 上班地址:北京市西城区",,2,core,False,high,3、 熟悉Windows API接口函数和Windows消息机制,岗位明确负责导航软件维护升级、应用软件开发、软件项目开发，并要求 VC、MFC、Windows API 等开发能力，软件开发本身就是主要产出，因此判 2 / core。原文没有 AI/机器学习模型训练、推理、评估或部署职责，所以 strict_ai=false。,6,development,core,False,2,none,"负责部门现有导航软件的维护及升级|参与卫星导航及惯性导航类应用软件的开发|熟悉VC开发环境,能够使用MFC进行开发工作|熟悉Windows API接口函数和Windows消息机制",岗位明确要求软件开发、维护和编程（VC/MFC/Windows API），数字技术对象为软件和编程。移除这些数字技术后，岗位主要产出（软件维护与开发）无法成立，因此 technology_role 为 core。未出现 AI/ML 相关职责，strict_ai 为 false，对应 score 2。边界清晰，无相邻等级疑问。,high,4ae247f93742790c10929a6f8d62a3907f197e7cc2137e2f4e5c7642bba6b480,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,c830c441c474b0b2600682e6b62ca25749cbe08286fea66e3adf248707dcea76,llm_v2_1_development,5466,1453,0,match
DEV-6C2AAC10B5,网络管理员,"岗位职责:1、负责厂区网络的正常运行,解决日常工作中发生的问题;2、负责办公设备、设施的日常维护及故障处理;3、负责监控系统、广播系统及ERP系统的后台保障;4、负责网站、邮箱及公众号等各类平台的维护及更新;5、定期对相关数据进行备份,各类来访、调研照片拍摄、保存,宣传稿编辑及上传。任职要求:1、30岁以上,大专及以上学历;2、计算机相关专业;3、有关网络管理经验2年以上;4、诚实、可靠,有责任心。公司性质:500人左右的橡胶制造企业。上班时间:***+法定假,8:00-12:00 13:30-17:30(冬季)/14:00-18:00(夏季)工资标准:试用期两个月,2880元/月,转正3600元/月+学历补助(80-200)+保密费50+证书补助(30-100)+工龄工资等其他福利:五险一金、过年过节应季礼品、年终奖金、自费员工餐厅(早2午5晚2)等~",,2,core,False,high,3、负责监控系统、广播系统及ERP系统的后台保障,岗位明确负责厂区网络运行、网络故障处理、ERP 后台保障、网站/邮箱/公众号平台维护和数据备份，数字系统与网络运维本身就是主要工作内容，因此判 2 / core。没有 AI/机器学习模型训练、推理、评估或部署职责，所以 strict_ai=false。,91,development,core,False,2,1_vs_2,"负责厂区网络的正常运行,解决日常工作中发生的问题|负责办公设备、设施的日常维护及故障处理|负责监控系统、广播系统及ERP系统的后台保障|负责网站、邮箱及公众号等各类平台的维护及更新|定期对相关数据进行备份",数字技术对象为网络、监控系统、广播系统、ERP系统、网站、邮箱、公众号及数据备份。岗位主要产出是网络和系统的运维保障，移除后岗位无法成立，故为core。未涉及AI/ML，因此为2分。与auxiliary的边界在于承担了系统后台保障和运维，而非普通使用，故边界为1_vs_2。,high,ace3c760c83fddb33cf1d9c50ce6226ace5fd495657a6fe83b43a9a7d876941b,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,bd16dd8ce9c59e384a24c64d59a2414a417dc9a2ae9e898a40102209cb5878e6,llm_v2_1_development,5619,1541,0,match
DEV-DCFB23616B,售前工程师(J10376),"工作职责:针对Hillstone的安全产品提供售前技术支持服务,并协助销售团队达到销售目标。1、与客户的技术部门维护良好的客户关系;2、为销售团队提供技术讲解和技术文档;3、以技术顾问的身份为客户提供技术支持和建议;4、为Hillstone的合作伙伴提供产品的技术培训;5、向开发和产品团队报告产品bug和建议。任职资格:1、计算机工程、通信、自动控制或相关专业本科或以上学历;2、了解网络应用行业,重点了解网络安全产品领域;3、熟悉技术讲解、技术建议以及招标文档应答等方面的工作;4、深入了解TCP/IP、路由协议、2/3层交换以及IPSec;5、深入了解网络安全,包括防火墙、VPN、防病毒、IDS/IPS等;6、优秀的销售技能,包括沟通、PPT讲解和团队合作;7、能够出差。",,1,auxiliary,False,medium,重点了解网络安全产品领域,岗位主业仍是售前支持销售团队达成销售目标，技术内容主要表现为产品讲解、文档、客户建议和培训；虽然涉及网络安全产品、TCP/IP、防火墙、VPN、IDS/IPS 等知识，但原文未明确承担安全方案设计、漏洞诊断、设备配置、系统部署或运维等核心技术交付，因此更稳妥判为 1 / auxiliary，不是 core。没有 AI/机器学习模型职责，strict_ai 为 false。,99,development,core,False,2,1_vs_2,"针对Hillstone的安全产品提供售前技术支持服务|深入了解TCP/IP、路由协议、2/3层交换以及IPSec|深入了解网络安全,包括防火墙、VPN、防病毒、IDS/IPS等",数字技术对象为网络安全产品、TCP/IP、路由协议、交换、IPSec、防火墙、VPN等。岗位主要产出是技术方案、讲解和咨询，移除后售前技术顾问角色无法成立，故为core。未涉及AI/ML，因此为2分。与auxiliary的边界在于以技术顾问身份提供深度技术支持和方案，而非一般销售支持，故边界为1_vs_2。,high,ace3c760c83fddb33cf1d9c50ce6226ace5fd495657a6fe83b43a9a7d876941b,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,2029d4b1295585bc479ce2b9d824ece16e277a1896dabfd853a73251cc062927,llm_v2_1_development,5619,1541,1,threshold_false_positive
DEV-C7CCCA957F,电气设备工程师,"岗位详情:现场电气设备的“诊疗师”,快速分析解决现场设备故障,熟悉PLC、变频器等工作原理和简单编程,日常点检、电气备件管理、能源管理、推进设备改造升级等。学历要求:应届或往届本科生专业要求:电气自动化等相关专业。(强电)",电气自动化,2,core,False,medium,熟悉PLC、变频器等工作原理和简单编程,岗位主要职责是现场电气设备故障分析、PLC/变频器相关调试与简单编程、设备改造升级，自动化控制设备的诊断和编程能力已经构成岗位核心交付，不只是普通设备点检或使用工具，因此判 2 / core。但原文没有机器学习、深度学习、AI 模型训练/推理/部署等职责，所以 strict_ai=false。,202,development,core,False,2,1_vs_2,熟悉PLC、变频器等工作原理和简单编程,数字技术对象证据：明确要求熟悉 PLC 工作原理和简单编程，PLC 属于数字控制系统。反事实测试：移除 PLC 编程和故障分析能力，岗位主要产出（现场电气设备故障分析解决、设备改造升级）无法成立，因此 technology_role 为 core。未达到 3 分是因为没有 AI/ML；未达到 1 分是因为 PLC 编程是核心职责，而非辅助工具。,medium,35e3af4efd400a885adc22ec9dd4077a8b9a996b41d65bc9ebadeedefe7460e9,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,cbd7b3ae4a5907f32e28818d171c5061fc1df47cb5041fa05bc9c5a54c911a89,llm_v2_1_development,4805,1483,0,match
DEV-AF20E99853,IE工程师(初级/中级/高级),"岗位职责:1、负责新产品的导入,辅助生产线进行相关技术指导,并对生产过程中的问题进行分析改进;2、负责产品量产跟进,确认产品流程、标准工时、产能的标准化,有效控制人工成本;3、负责对产线人员进行需求分析,优化员工配置,改进产线平衡,并追踪查核改善后的作业方法、工艺流程、作业标准化等执行落实情况;4、负责对产线设备提出改进建议及改善跟踪,处理产线上的突发异常,保证生产顺利进行。岗位要求:1、本科及以上学历,工业工程、机械类等相关专业优先;2、2年以上制造业精益改善相关工作经验,具备现场异常问题能力;3、了解精益生产、IE常用改善手法等相关知识;4、熟练使用Office办公软件和CAD/Solidworks等制图软件;5、熟悉装配内的各种工序及工序内的异常处置方法;6、 有U型小流水线布局规划的落地经验,扇形细胞式生产布局的落地经验;(有任意一种即可)7、 具备工时定额应用及管理的经验;具备较强的学习能力,思维逻辑清晰,善于分析思考。",自动化设备; 精益生产; 工艺导入,1,auxiliary,False,high,4、熟练使用Office办公软件和CAD/Solidworks等制图软件,岗位主业是新产品导入、产线改善、工时产能标准化、精益改善和现场异常处理，属于制造业 IE/工艺改善岗位；Office、CAD/Solidworks 是辅助制图和办公分析的工具，不是软件开发、系统建设、数据平台或自动化控制本身的交付，因此判 1 / auxiliary。没有 AI/机器学习模型职责，strict_ai 为 false。,262,development,auxiliary,False,1,0_vs_1,熟练使用Office办公软件和CAD/Solidworks等制图软件,数字技术对象证据：原文明确要求使用Office和CAD/Solidworks，属于数字工具。technology_role判断：移除这些数字工具后，岗位的主要产出（新产品导入、产线改善、工时定额、人员配置等工业工程主业）仍然成立，因此技术角色为auxiliary。为何不是0分：因为明确提到了数字工具的使用。为何不是2分：这些工具仅用于辅助工业工程主业，并非岗位核心产出，且未涉及软件开发、系统运维、数据分析等核心数字技术工作。,medium,5956d7dfc0d530560191129d8051fc363b5771bad00ce91256d000b43f7034ae,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,c8307ea909762845f79f87806ab9cac3a1129911d87e3030e97e89caa5d01592,llm_v2_1_development,3398,204,0,match
DEV-33F973059A,MEMS芯片开发工程师,"岗位职责:1.与MEMS芯片设计单位和生产单位进行技术对接;2.依据客户或公司对MEMS芯片的项目要求,提出芯片开发需求,制定芯片技术指标等;3.依据公司现有MEMS芯片的技术,提出并实施技术升级、产线改造、工艺优化等工作;4.依据公司质量管理标准和设计开发管理流程,承担MEMS产品设计开发项目相关的文档编制工作;5.跟踪MEMS芯片行业新材料、新工艺、新应用的最新发展趋势,用以提升公司MEMS芯片性能。任职要求:1.热爱MEMS产品研发工作,细致认真,责任心强,有良好的团队合作精神和动手能力;2.本科或以上学历,微电子、微机电系统等相关专业,熟悉MEMS产品开发及工艺流程,熟悉MEMS的封装、测试技术;3.MEMS产品开发三年以上工作经验,特别优秀者可适当放宽; 4.有较强的文字功底,能够独立编写项目报告、测试分析报告等。",MEMS芯片开发,0,none,False,medium,,原文主要是 MEMS 芯片开发需求、技术指标、技术升级、产线改造、工艺优化、封装测试和行业新材料/新工艺跟踪，属于 MEMS 产品研发与工艺技术管理。虽然出现“芯片”“微电子”“测试技术”等词，但没有明确写出数字芯片、PCB、嵌入式、电子系统开发、软件、数据、算法、自动化控制系统等本手册定义下的数字技术对象；因此不能直接认定为数字技术，更不能判 core。应判 0 / none / false。,326,development,none,False,0,0_vs_1,,岗位职责围绕MEMS芯片的工艺、封装、测试、产线改造和材料跟踪，属于物理/材料/工艺技术，未明示软件、数据、信息系统、编程、数字控制、嵌入式或PCB/电子系统开发等数字技术对象。移除数字技术后，MEMS芯片开发的主要产出仍成立，因此technology_role为none。未出现AI相关词。相邻等级0_vs_1：无数字工具使用证据，不能给1分。,high,728e81a2717a67282fa72170008a74da3d9a034353c9f14512cb165b42650602,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,907a2b06352a9a2be6eb744a305af2777ea574a9af5f39e9e31127a62d61fb60,llm_v2_1_development,3357,176,0,match
DEV-06D9DEC2C8,联合质量工程师(JQE),"岗位职责:1.质量过程控制:a)依据质量标准及相关规范,执行来料检验(IQC)、制程监控(IPQC)、成品审核(FQA)等质量活动审核,确保各阶段产品符合技术要求;b)对关键工序实施质量稽查,监督工艺参数执行情况,及时发现和推进解决生产中的质量和产能问题,确保产品的质量稳定性和产能达成,同时记录并分析质量数据定期提交质量报告;c)绩效监控:跟踪质量绩效,如不良率等,及时发现和推进解决潜在的质量问题;d)变更管理:依据客户变更管理要求,高效管理4M1E的变更,确保变更合理合规。2.质量问题解决:主导处理客户反馈的质量问题,组织内部相关部门进行原因分析,制定并实施有效的纠正和预防措施,跟踪验证措施的实施效果,确保问题得到彻底解决。协助客户进行质量问题的调查和分析,提供必要的技术支持和数据资料。3.质量改进与提升:参与质量管理体系建设和完善,提出改进建议和优化方案,推动质量管理水平的持续提升。定期学习客户的质量要求,将相关信息反馈给相关部门,促进产品质量的不断改进和优化。4.工业化落地推进:依据客户零部件工业化要求,参与IR方案评审、负责产能建设落地推进和协助AI项目推进,确保产能满足要求。5.沟通与协调:作为客户与企业的质量沟通接口,及时传递双方的质量信息和要求,协调解决双方在质量方面的问题和纠纷。定期与客户采购技术中心(PTC)责任TPM进行沟通和交流,汇报企业的质量状况和改进措施的实施情况,共同探讨质量提升的策略和方法。6.质量文化推广:协助推动SUPERQ质量文化推广。任职要求:1.具备相关专业的本科及以上学历,如机械工程、电子工程等,具有扎实的质量管理理论知识和专业技能。精通质量六大工具和方法,如APQP、PPAP、FMEA、MSA、SPC、8D等。2.工作经验:5年以上汽车行业主机厂或Tier1质量管理相关工作经验,熟悉质量管理体系和相关标准(ISO9001、IATF16949,VDA6.3等),有处理质量问题的实际经验和能力。",APQPFMEAIATF16949PPAP品质管理(QE)品质控制(QC)客户质量管理(CQE)开发质量工程师(DQE)VDA认证管理质量管理ai质量管理体系iqcipqctpm原因分析产品质量变更管理,1,auxiliary,False,medium,协助AI项目推进,岗位主业是汽车质量过程控制、质量问题处理、质量改进、客户沟通和工业化落地推进；原文虽出现“协助AI项目推进”和“质量数据分析”，但没有明确承担 AI 模型训练、推理、评估、部署，也没有数据平台、算法或系统开发职责。因此按“AI 项目协调/辅助”处理，判 1 / auxiliary，不是 core。,346,development,auxiliary,False,1,1_vs_2,协助AI项目推进,数字技术对象证据：原文仅提及“协助AI项目推进”，未明确承担模型、数据或系统技术工作。移除该协助职责后，岗位主要产出（质量过程控制、问题解决、质量改进）仍然成立，因此technology_role为auxiliary。未承担严格AI技术工作，strict_ai为false，对应1分。与2分的边界在于：仅协助AI项目推进，无具体技术交付，不符合core。,medium,b7d76b634ebc8ac3d5ed6faa12b501542d4f77c25c23ff17bdaf4f4db73e170a,deepseek-v4-pro,2.1.0,2.1.0,fe50e8bfe09d8f5694ad06060f7769936da63d1e8e09574df0507d6de37e28cb,development,False,a07980cca8a32026f49d34db1ce7eda02ef6df1f08841bb4ac8e29d0288a7be0,llm_v2_1_development,4858,1387,0,match
